            TSW       T      SW      NE       R      HW      HE       W     HNW     TNW     HSE       H
1958 10    9.68   17.74    1.61   12.90    3.23    0.00    8.06    1.61    0.00   24.19   19.35    1.61
1958 11    0.00    5.00    5.00    0.00    0.00    3.33   15.00    3.33   11.67    8.33   15.00   33.33
1958 12    3.23    9.68   11.29   12.90    1.61    0.00   20.97    1.61    6.45   16.13   14.52    1.61
1959  1    8.06    4.84    8.06   16.13    3.23   22.58    0.00    0.00    1.61    8.06   25.81    1.61
1959  2   10.71   10.71    1.79    1.79    8.93    3.57    8.93    0.00    8.93    3.57   26.79   14.29
1959  3   11.29    0.00    9.68    8.06    6.45    3.23   14.52    1.61    0.00    1.61   30.65   12.90
1959  4    6.67    6.67   15.00    6.67    0.00    1.67    3.33    3.33    3.33   15.00   13.33   25.00
1959  5   14.52   37.10   20.97    0.00   19.35    1.61    0.00    0.00    3.23    3.23    0.00    0.00
1959  6    0.00    5.00    3.33    0.00    0.00    3.33    0.00   13.33   26.67    0.00   15.00   33.33
1959  7    0.00    9.68   19.35   17.74    0.00    0.00    0.00    8.06   17.74    3.23    3.23   20.97
1959  8    8.06   17.74    6.45    9.68    1.61    3.23    0.00    4.84    8.06    9.68    9.68   20.97
1959  9    3.33   11.67    0.00   11.67    0.00    0.00    3.33   10.00    3.33    8.33    5.00   43.33
1959 10    8.06   14.52   16.13    9.68    4.84    4.84    3.23    0.00    4.84    3.23   24.19    6.45
1959 11    1.67    8.33   21.67    8.33    0.00    1.67    6.67    6.67    6.67    0.00    6.67   31.67
1959 12   17.74   16.13    1.61   22.58    6.45    0.00    9.68    0.00    1.61    1.61   22.58    0.00
1960  1    4.84   22.58   25.81    0.00    1.61    3.23    3.23    9.68    6.45    0.00    6.45   16.13
1960  2   13.79    6.90    3.45    5.17    3.45   17.24   10.34    1.72    1.72   20.69   15.52    0.00
1960  3    8.06   11.29    6.45   16.13    8.06   11.29    3.23    0.00    0.00    9.68   25.81    0.00
1960  4    0.00    8.33    6.67    5.00   20.00    1.67    6.67    5.00    5.00    3.33   23.33   15.00
1960  5    0.00   14.52    6.45   11.29    0.00    3.23    3.23    1.61    6.45   24.19   24.19    4.84
1960  6   15.00   11.67   13.33   16.67    5.00    5.00   10.00    0.00    5.00    8.33    6.67    3.33
1960  7    6.45   20.97   17.74    4.84    0.00    0.00    3.23    8.06    6.45    4.84    1.61   25.81
1960  8   12.90   11.29    9.68    0.00    1.61    0.00    9.68    0.00    1.61    4.84   41.94    6.45
1960  9   18.33    8.33    6.67   16.67    0.00    5.00    3.33   11.67    0.00    5.00   21.67    3.33
1960 10    4.84   11.29    3.23    0.00    1.61    0.00   12.90    9.68   12.90   11.29   12.90   19.35
1960 11   15.00   25.00   13.33    0.00   21.67    1.67    0.00    1.67    0.00   16.67    5.00    0.00
1960 12   37.10   11.29    8.06    0.00   12.90    8.06    0.00    3.23    6.45    0.00    0.00   12.90
1961  1    8.06    4.84   17.74   22.58   11.29   19.35    8.06    1.61    0.00    1.61    3.23    1.61
1961  2   23.21    1.79   21.43    8.93    5.36    1.79   10.71    0.00    8.93    3.57   14.29    0.00
1961  3   11.29    9.68   12.90    4.84    0.00    6.45    3.23    3.23   16.13    8.06   11.29   12.90
1961  4    3.33    6.67    5.00    0.00    1.67   11.67   13.33    3.33    3.33    1.67   30.00   20.00
1961  5   19.35    0.00    0.00    6.45    6.45    0.00    3.23   11.29   24.19   17.74    3.23    8.06
1961  6   15.00   20.00   20.00    0.00    0.00    5.00    0.00    1.67   10.00    5.00    3.33   20.00
1961  7   11.29   25.81   12.90    6.45    0.00    4.84    3.23    4.84    0.00   17.74   11.29    1.61
1961  8    0.00    8.06    6.45    6.45   16.13    8.06    9.68    4.84    1.61    1.61   30.65    6.45
1961  9    0.00   15.00   28.33    6.67    3.33    6.67   10.00    3.33    3.33    0.00   15.00    8.33
1961 10    0.00    6.45    4.84    0.00    0.00    0.00   20.97    8.06    9.68    3.23    4.84   41.94
1961 11    0.00    6.67    6.67    3.33    0.00    6.67    5.00   20.00   15.00    0.00   11.67   25.00
1961 12    0.00    3.23    0.00    6.45    6.45    3.23   12.90    1.61    1.61    6.45   41.94   16.13
1962  1    0.00    8.06    6.45    4.84    3.23    9.68    9.68    1.61    3.23    6.45   37.10    9.68
1962  2   17.86    8.93   17.86   12.50    3.57   10.71    7.14    0.00    0.00    8.93   12.50    0.00
1962  3   12.90    1.61    3.23    6.45   11.29   11.29    1.61    0.00    6.45   16.13   16.13   12.90
1962  4   11.67   10.00   13.33    3.33    3.33    5.00   11.67    0.00    6.67    0.00   30.00    5.00
1962  5    1.61    6.45    9.68   16.13    0.00    3.23   20.97    4.84    6.45   11.29   17.74    1.61
1962  6    6.67   35.00   16.67    0.00    3.33    0.00    8.33    8.33    0.00    0.00    5.00   16.67
1962  7    6.45    9.68    6.45    0.00    3.23    3.23    9.68    8.06    4.84    4.84   24.19   19.35
1962  8    0.00   24.19    8.06    0.00    0.00   12.90   12.90   12.90    4.84    4.84    4.84   14.52
1962  9    6.67   18.33    8.33    0.00    5.00    5.00    8.33    8.33   10.00   11.67   13.33    5.00
1962 10    0.00   25.81    4.84   12.90    0.00    3.23    8.06    3.23    6.45   25.81    4.84    4.84
1962 11   21.67   23.33   10.00    1.67    1.67    6.67   10.00    3.33    5.00   15.00    0.00    1.67
1962 12    3.23    0.00    1.61    6.45    4.84   14.52   20.97    0.00    0.00    0.00   27.42   20.97
1963  1    1.61    4.84   11.29    8.06    6.45    9.68    1.61    1.61    4.84    9.68   30.65    9.68
1963  2    0.00    5.36    5.36    8.93    0.00    3.57   12.50    5.36    8.93   12.50   33.93    3.57
1963  3    4.84    3.23   11.29    1.61    4.84    8.06    8.06    8.06   16.13    4.84   14.52   14.52
1963  4   10.00    5.00   11.67    3.33    5.00   13.33    8.33    6.67    1.67    1.67   18.33   15.00
1963  5   11.29   12.90   12.90    1.61    0.00    6.45    6.45    4.84   12.90    4.84    1.61   24.19
1963  6   11.67   15.00   16.67    5.00    1.67    6.67    1.67    0.00    0.00    8.33   15.00   18.33
1963  7   17.74   11.29    9.68   22.58    4.84    1.61    4.84    0.00    3.23   12.90   11.29    0.00
1963  8    1.61    8.06   19.35    9.68    1.61    1.61   11.29    4.84    6.45    6.45   14.52   14.52
1963  9   10.00   20.00    8.33    6.67    3.33    0.00   15.00    5.00    8.33   10.00    0.00   13.33
