,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1910,0.8603333333333332,0.3703333333333383,-0.06966666666666654,-1.1963333333333335,-0.29299999999999926,-0.49600000000000044,-0.8426666666666662,-0.7559999999999985,-1.2226666666666688,-0.3393333333333324,0.570666666666666,-0.5169999999999995
1911,-0.8396666666666661,-1.2296666666666631,0.9303333333333335,2.1036666666666655,-0.3930000000000007,0.0039999999999995595,-0.44266666666666676,-0.4559999999999995,-0.32266666666666843,-1.2393333333333327,-1.629333333333335,-2.617000000000001
1912,-1.6396666666666668,-2.8296666666666628,-2.269666666666666,-1.0963333333333338,-1.7929999999999993,-1.1960000000000006,-0.04266666666666641,-1.855999999999999,-0.5226666666666677,-0.5393333333333334,-0.5293333333333337,0.08299999999999841
1913,-0.2396666666666647,-1.2296666666666631,0.33033333333333204,-1.6963333333333335,-2.8930000000000007,-1.6960000000000006,-0.04266666666666641,-0.3559999999999981,0.4773333333333323,0.46066666666666833,-0.7293333333333347,-1.5169999999999995
1914,0.4603333333333346,0.170333333333339,-0.06966666666666654,-0.4963333333333342,-1.7929999999999993,-1.2960000000000003,-0.8426666666666662,-1.6559999999999988,-1.1226666666666691,-0.8393333333333324,-0.7293333333333347,-2.5169999999999995
1915,-0.6396666666666668,-2.029666666666662,-2.0696666666666665,-1.6963333333333335,-1.1929999999999996,-0.9960000000000004,-0.14266666666666605,-0.6559999999999988,0.07733333333333192,0.26066666666666727,-1.5293333333333337,-0.31700000000000017
1916,-0.3396666666666661,1.0703333333333376,1.7303333333333342,0.7036666666666651,0.6069999999999993,1.404,0.9573333333333327,-1.0559999999999992,-0.7226666666666688,-0.23933333333333273,0.17066666666666563,1.583000000000002
1917,1.1603333333333339,-1.0296666666666638,0.13033333333333275,0.9036666666666662,0.7070000000000007,0.0039999999999995595,0.8573333333333331,-0.5559999999999992,0.5773333333333319,-0.039333333333331666,1.070666666666666,-0.11700000000000088
1918,0.06033333333333246,-0.029666666666663843,0.6303333333333327,0.4036666666666662,-1.3930000000000007,-0.19599999999999973,-1.7426666666666666,-0.9559999999999986,-1.8226666666666684,-1.439333333333332,-1.629333333333335,-2.5169999999999995
1919,-2.2396666666666665,-0.1296666666666617,-1.469666666666667,-1.5963333333333338,-1.593,-1.096,-0.9426666666666659,-0.5559999999999992,-1.7226666666666688,-0.3393333333333324,-1.5293333333333337,-1.6170000000000009
1920,-2.5396666666666654,-0.6296666666666617,-1.2696666666666658,-0.4963333333333342,-2.6929999999999996,-0.6960000000000006,-0.7426666666666666,-1.6559999999999988,-1.3226666666666684,-0.939333333333332,-2.2293333333333347,-0.13700000000000045
1921,-0.9596666666666671,-1.6496666666666613,-1.3896666666666668,-1.416333333333334,-1.6129999999999995,0.484,-0.26266666666666616,-0.275999999999998,0.4573333333333327,0.04066666666666663,-0.4493333333333336,-1.1370000000000005
1922,-0.6596666666666664,-0.5496666666666634,-1.7896666666666654,-0.016333333333333755,0.08699999999999974,-0.6160000000000005,-0.46266666666666634,-0.275999999999998,-1.0426666666666673,0.940666666666667,-0.34933333333333394,-0.13700000000000045
1923,-0.7596666666666678,-2.3496666666666624,-1.9896666666666665,-1.416333333333334,-0.21300000000000097,-0.41600000000000037,-0.26266666666666616,-1.6759999999999984,0.157333333333332,0.2406666666666677,0.35066666666666535,0.7630000000000017
1924,-0.1596666666666664,-0.04966666666666342,0.7103333333333346,2.083666666666666,-0.0129999999999999,-0.11599999999999966,-0.5626666666666669,0.02400000000000091,0.05733333333333235,0.640666666666668,-0.34933333333333394,-1.1370000000000005
1925,-0.1596666666666664,-1.8496666666666641,-1.8896666666666668,-1.2163333333333348,-0.9130000000000003,-0.516,0.437333333333334,-0.5759999999999987,-1.842666666666668,-0.559333333333333,-1.349333333333334,-0.7370000000000001
1926,-1.7596666666666678,-2.3496666666666624,-1.5896666666666661,0.48366666666666625,-0.713000000000001,-1.016,0.1373333333333333,-1.0759999999999987,-0.6426666666666687,-0.15933333333333266,-1.849333333333334,-1.036999999999999
1927,-0.3596666666666657,-0.6496666666666613,-1.5896666666666661,-2.116333333333335,-1.3130000000000006,-1.8160000000000007,0.437333333333334,-1.275999999999999,-0.5426666666666673,-0.9593333333333316,-2.0493333333333332,-2.3369999999999997
