,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1910,,,,,,,,,,,,
1911,,,,,,,,,,,,
1912,,,,,,,,,10.3,10.8,12.0,14.1
1913,13.8,13.700000000000001,14.2,11.0,7.0,5.9,7.4,7.8999999999999995,10.4,11.5,12.3,13.7
1914,15.0,15.1,14.8,11.9,8.200000000000001,6.3,7.4,7.1,8.8,10.100000000000001,10.9,10.899999999999999
1915,14.100000000000001,13.0,13.0,10.4,9.200000000000001,7.1,8.0,8.1,10.4,12.100000000000001,11.5,13.899999999999999
1916,15.0,16.400000000000002,17.1,12.8,10.200000000000001,9.8,8.0,8.1,9.200000000000001,11.700000000000001,14.0,15.2
1917,16.400000000000002,14.5,14.8,13.700000000000001,11.100000000000001,8.5,8.5,7.6,10.8,11.0,13.600000000000001,14.299999999999999
1918,16.0,17.0,15.3,12.9,8.8,6.9,5.1,7.1,9.100000000000001,10.8,11.200000000000001,12.299999999999999
1919,12.8,15.700000000000001,13.1,11.0,7.700000000000001,6.8,6.4,8.0,8.200000000000001,10.4,10.700000000000001,11.899999999999999
1920,13.100000000000001,15.700000000000001,13.3,12.1,7.0,6.1,6.7,7.1,9.8,11.100000000000001,10.5,13.1
1921,14.8,14.9,13.0,10.8,9.4,8.0,7.1000000000000005,7.199999999999999,9.700000000000001,11.5,11.700000000000001,13.1
1922,16.5,16.6,12.5,11.8,10.0,6.7,6.6,8.1,9.4,11.600000000000001,10.5,13.5
1923,16.3,13.0,12.3,10.100000000000001,9.9,6.9,5.6,6.1,9.600000000000001,11.200000000000001,13.100000000000001,14.0
1924,15.0,16.1,16.4,14.7,9.700000000000001,7.8,6.3,8.2,10.200000000000001,12.0,13.3,14.0
1925,16.2,15.200000000000001,12.2,10.8,9.200000000000001,6.6,7.7,7.199999999999999,8.100000000000001,10.600000000000001,10.8,12.7
1926,15.200000000000001,12.8,12.5,12.9,9.4,7.1,7.2,7.5,8.8,11.3,11.100000000000001,14.0
1927,15.3,15.8,13.5,10.100000000000001,8.600000000000001,5.9,7.4,7.3,10.4,10.5,11.3,13.899999999999999
1928,16.1,17.6,16.6,14.9,10.200000000000001,7.9,7.9,8.299999999999999,8.8,11.100000000000001,12.22,14.82
1929,15.42,14.72,14.42,11.92,8.82,8.72,6.92,7.619999999999999,8.120000000000001,11.42,13.020000000000001,13.52
1930,13.82,14.92,13.52,12.22,9.520000000000001,6.5200000000000005,6.0200000000000005,8.62,8.42,9.620000000000001,11.020000000000001,13.719999999999999
1931,13.22,13.620000000000001,13.32,12.120000000000001,9.520000000000001,6.720000000000001,6.42,6.819999999999999,7.42,10.520000000000001,12.120000000000001,13.52
1932,13.120000000000001,14.92,14.62,12.82,9.42,7.5200000000000005,6.220000000000001,6.42,9.92,12.22,12.120000000000001,14.02
1933,15.82,15.82,13.62,11.02,8.72,6.5200000000000005,7.32,7.72,9.92,10.520000000000001,12.42,15.02
1934,13.72,16.12,13.92,13.02,9.22,7.72,6.5200000000000005,8.62,9.120000000000001,11.22,13.920000000000002,17.32
1935,16.92,18.32,15.92,13.22,9.020000000000001,7.12,6.92,7.52,8.02,11.22,11.32,16.32
1936,16.22,15.82,12.620000000000001,13.32,8.32,7.42,6.82,8.219999999999999,8.72,11.32,12.22,13.719999999999999
1937,14.02,13.22,14.02,11.620000000000001,9.620000000000001,6.220000000000001,6.0200000000000005,8.32,9.42,10.520000000000001,13.020000000000001,16.02
1938,16.72,18.02,16.22,15.72,10.72,8.02,6.5200000000000005,7.819999999999999,9.620000000000001,10.92,13.22,12.82
1939,12.120000000000001,13.42,15.32,12.72,10.32,8.52,5.42,7.52,8.92,10.620000000000001,12.620000000000001,15.12
1940,15.82,12.42,12.02,10.620000000000001,8.92,7.42,6.92,8.62,10.32,10.620000000000001,12.020000000000001,14.62
1941,15.620000000000001,14.52,15.22,10.32,9.42,5.720000000000001,6.92,7.119999999999999,9.520000000000001,10.420000000000002,11.620000000000001,13.719999999999999
1942,13.52,14.82,13.62,11.32,9.620000000000001,8.32,7.12,7.819999999999999,9.22,11.620000000000001,12.020000000000001,12.62
1943,15.22,14.02,12.42,11.32,7.720000000000001,7.32,5.92,6.819999999999999,9.32,11.22,13.520000000000001,15.219999999999999
1944,16.42,16.12,14.92,13.120000000000001,9.520000000000001,6.5200000000000005,7.62,7.619999999999999,9.120000000000001,10.620000000000001,11.82,12.82
1945,16.04,16.44,12.94,11.64,8.14,6.24,6.24,9.34,9.74,9.34,12.040000000000001,12.04
1946,13.440000000000001,14.24,14.84,12.84,10.540000000000001,8.14,8.14,7.239999999999999,9.24,9.940000000000001,9.64,12.239999999999998
1947,14.040000000000001,14.74,15.14,12.14,9.24,7.94,7.140000000000001,9.04,9.540000000000001,11.040000000000001,12.840000000000002,15.139999999999999
1948,16.44,15.540000000000001,13.64,11.94,10.14,7.640000000000001,8.24,7.9399999999999995,9.14,9.84,11.940000000000001,13.04
1949,14.440000000000001,14.74,13.24,10.040000000000001,9.540000000000001,7.94,8.34,7.239999999999999,8.540000000000001,11.440000000000001,12.14,12.84
1950,14.74,13.34,12.84,11.34,12.34,7.54,7.140000000000001,7.039999999999999,9.540000000000001,11.940000000000001,12.64,13.54
1951,15.940000000000001,15.34,15.64,12.74,8.64,6.34,7.34,7.039999999999999,9.440000000000001,11.540000000000001,11.940000000000001,12.639999999999999
1952,13.14,15.24,12.94,12.14,9.540000000000001,7.140000000000001,6.24,8.94,9.74,11.540000000000001,13.34,14.84
