,Year,Month,soi3m,nino5m,CEI,category,code
1975-11-01,1975,11,1.9726765467871086,-1.8595420301807544,-3.832218576967863,CEI NINA,-3.0
1975-12-01,1975,12,1.8731325142353044,-2.00434620319408,-3.8774787174293843,CEI NINA,-3.0
1976-01-01,1976,1,1.5997410576609596,-2.1245565264631754,-3.724297584124135,CEI NINA,-3.0
1976-02-01,1976,2,1.574231557433203,-2.0238951606830904,-3.5981267181162933,CEI NINA,-3.0
1976-03-01,1976,3,1.463391636346701,-1.785445175182104,-3.248836811528805,CEI NINA,-3.0
1976-04-01,1976,4,1.1766094736102048,-1.6085586404831929,-2.7851681140933975,CEI NINA,-3.0
1976-05-01,1976,5,0.9297427195837412,-1.3061015844940091,-2.2358443040777503,NINO3.4 NINA,-1.0
1976-06-01,1976,6,0.4862523509047755,-0.8872178744271478,-1.3734702253319233,NINO3.4 NINA,-1.0
1976-07-01,1976,7,-0.11976053081775641,-0.602733247097208,-0.4829727162794516,NINO3.4 NINA,-1.0
1976-08-01,1976,8,-0.6511044076767947,-0.38501461570754475,0.2660897919692499,Neutral,0.0
1976-09-01,1976,9,-1.2866705071056386,-0.11960598721768373,1.1670645198879548,SOI NINO,2.0
1976-10-01,1976,10,-0.6445807304898374,0.21122858770715913,0.8558093181969966,Neutral,0.0
1976-11-01,1976,11,0.022838086541093375,0.45322576307510337,0.43038767653401,Neutral,0.0
1976-12-01,1976,12,0.4054420106230105,0.5898319861736862,0.18438997555067566,NINO3.4 NINO,1.0
1977-01-01,1977,1,0.12486322362139987,0.7368432995486724,0.6119800759272725,NINO3.4 NINO,1.0
1977-02-01,1977,2,0.07858459778022332,0.7594664882557073,0.680881890475484,NINO3.4 NINO,1.0
1977-03-01,1977,3,-0.018820592760481123,0.6290087275931823,0.6478293203536634,NINO3.4 NINO,1.0
1977-04-01,1977,4,-0.07812491877661953,0.3802324782572736,0.4583573970338931,Neutral,0.0
1977-05-01,1977,5,-0.6774880240405073,0.23337881776525835,0.9108668418057657,Neutral,0.0
1977-06-01,1977,6,-1.0270029366504543,0.08707694236366263,1.1140798790141169,SOI NINO,2.0
1977-07-01,1977,7,-1.4087545663218302,0.04285530868893548,1.4516098750107655,SOI NINO,2.0
1977-08-01,1977,8,-1.4305316522476965,-0.009012489810120126,1.4215191624375765,SOI NINO,2.0
1977-09-01,1977,9,-1.2350859387641224,0.14761564942639774,1.3827015881905202,SOI NINO,2.0
1977-10-01,1977,10,-1.081222647527326,0.3294682499390537,1.4106908974663799,SOI NINO,2.0
1977-11-01,1977,11,-1.254328600670698,0.4272130373840875,1.6815416380547854,SOI NINO,2.0
1977-12-01,1977,12,-1.2780675513828477,0.5519952942594807,1.8300628456423285,CEI NINO,3.0
1978-01-01,1978,1,-0.9586758533051806,0.6942770211451914,1.652952874450372,NINO3.4 NINO,1.0
1978-02-01,1978,2,-1.1354106089092593,0.6625099652255546,1.7979205741348139,CEI NINO,3.0
1978-03-01,1978,3,-0.8252928366429637,0.4682027869578064,1.2934956236007702,Neutral,0.0
1978-04-01,1978,4,-0.8700567781130688,0.19577860517551865,1.0658353832885874,Neutral,0.0
1978-05-01,1978,5,0.5506691155403504,-0.12134016893042449,-0.6720092844707748,Neutral,0.0
1978-06-01,1978,6,0.9914166748857748,-0.40243525927638,-1.393851934162155,Neutral,0.0
1978-07-01,1978,7,1.411405265156691,-0.56726134842764,-1.978666613584331,CEI NINA,-3.0
1978-08-01,1978,8,0.8405224265728384,-0.7137208767122117,-1.55424330328505,NINO3.4 NINA,-1.0
1978-09-01,1978,9,0.48492972651538047,-0.7439114038020871,-1.2288411303174676,NINO3.4 NINA,-1.0
1978-10-01,1978,10,0.03052437832828524,-0.6992168114784293,-0.7297411898067145,NINO3.4 NINA,-1.0
1978-11-01,1978,11,-0.21096309320985487,-0.6345791294583268,-0.423616036248472,NINO3.4 NINA,-1.0
1978-12-01,1978,12,-0.2576321602837464,-0.5358095982739504,-0.27817743799020395,NINO3.4 NINA,-1.0
1979-01-01,1979,1,-0.21065049452441167,-0.3887982848989642,-0.1781477903745525,Neutral,0.0
1979-02-01,1979,2,0.12341656011851736,-0.26921857316177566,-0.39263513328029304,Neutral,0.0
1979-03-01,1979,3,0.1794376410671314,-0.16083221611587345,-0.34026985718300484,Neutral,0.0
1979-04-01,1979,4,0.23698186048346284,-0.0619838584900123,-0.2989657189734751,Neutral,0.0
1979-05-01,1979,5,0.23569284214301062,-0.08586827026085647,-0.3215611124038671,Neutral,0.0
1979-06-01,1979,6,0.581933528325746,-0.09028255098417835,-0.6722160793099243,Neutral,0.0
1979-07-01,1979,7,0.34848324013291987,-0.12504501168035415,-0.473528251813274,Neutral,0.0
1979-08-01,1979,8,0.01909631997712924,-0.15326487773303135,-0.1723611977101606,Neutral,0.0
1979-09-01,1979,9,-0.31464145767787177,-0.11960598721768373,0.19503547046018804,Neutral,0.0
1979-10-01,1979,10,-0.05469287355634376,-0.05362825569228574,0.0010646178640580164,Neutral,0.0
1979-11-01,1979,11,-0.14895153242459847,0.07012925744376391,0.21908078986836238,Neutral,0.0
1979-12-01,1979,12,-0.4559937502296225,0.2847736576153967,0.7407674078450193,Neutral,0.0
1980-01-01,1980,1,-0.29854351337245366,0.4294201777457447,0.7279636911181984,Neutral,0.0
1980-02-01,1980,2,-0.044958486585104186,0.42130105427248726,0.46625954085759147,Neutral,0.0
1980-03-01,1980,3,0.060567076366807505,0.40198857610794353,0.341421499741136,Neutral,0.0
1980-04-01,1980,4,-0.3337088381975517,0.3258422336306011,0.6595510718281528,Neutral,0.0
1980-05-01,1980,5,-0.43341893998426967,0.24283799074380968,0.6762569307280794,Neutral,0.0
1980-06-01,1980,6,-0.3117313084065202,0.20058701810628235,0.5123183265128025,Neutral,0.0
1980-07-01,1980,7,-0.06970432790983834,0.15873017767619346,0.2284345055860318,Neutral,0.0
1980-08-01,1980,8,0.1087757613492388,0.05720172103974193,-0.051574040309496874,Neutral,0.0
1980-09-01,1980,9,-0.05179936180262132,-0.020284670942891048,0.03151469085973027,Neutral,0.0
1980-10-01,1980,10,-0.03516330107473466,-0.11747767329750702,-0.08231437222277237,Neutral,0.0
1980-11-01,1980,11,-0.32208454397365904,-0.2065515521788672,0.11553299179479184,Neutral,0.0
1980-12-01,1980,12,-0.15020438702278432,-0.19764416429073123,-0.0474397772679469,Neutral,0.0
1981-01-01,1981,1,-0.0306910304964774,-0.20197961857257013,-0.17128858807609273,Neutral,0.0
1981-02-01,1981,2,0.048948046997206375,-0.2834073326296027,-0.3323553796268091,Neutral,0.0
1981-03-01,1981,3,-0.3675652378676249,-0.37366360813328336,-0.006098370265658459,Neutral,0.0
1981-04-01,1981,4,-0.5354142538399854,-0.46636350332309184,0.06905075051689358,Neutral,0.0
1981-05-01,1981,5,-0.086968938101788,-0.5942988178580035,-0.5073298797562156,NINO3.4 NINA,-1.0
1981-06-01,1981,6,0.9544959297799955,-0.5821595458688602,-1.5366554756488557,NINO3.4 NINA,-1.0
1981-07-01,1981,7,1.4369503362469076,-0.5578021754490886,-1.9947525116959963,CEI NINA,-3.0
1981-08-01,1981,8,1.3624546346879987,-0.5363613833643708,-1.8988160180523694,CEI NINA,-3.0
1981-09-01,1981,9,1.024576265172161,-0.48378414689191956,-1.5083604120640806,SOI NINA,-2.0
1981-10-01,1981,10,0.4812707005643371,-0.43672476132362353,-0.9179954618879607,Neutral,0.0
1981-11-01,1981,11,0.23213398001486862,-0.44066608339801977,-0.6728000634128883,Neutral,0.0
1981-12-01,1981,12,0.14688388279183706,-0.3537205184368329,-0.5006044012286699,Neutral,0.0
1982-01-01,1982,1,0.6009772922938278,-0.2067092050618458,-0.8076864973556737,Neutral,0.0
1982-02-01,1982,2,0.5903974457154563,-0.1959099825780005,-0.7863074282934568,Neutral,0.0
1982-03-01,1982,3,0.6336091567113655,-0.09461800526601223,-0.7282271619773778,Neutral,0.0
1982-04-01,1982,4,0.28710632352326904,0.06098539023115877,-0.22612093329211025,Neutral,0.0
1982-05-01,1982,5,0.0218282499356742,0.2357436110098974,0.2139153610742232,Neutral,0.0
1982-06-01,1982,6,-0.8389553971124937,0.3661225452309354,1.205077942343429,Neutral,0.0
1982-07-01,1982,7,-1.569899911227044,0.5158139576165154,2.0857138688435595,CEI NINO,3.0
1982-08-01,1982,8,-2.140148505312428,0.6507648254438522,2.79091333075628,CEI NINO,3.0
1982-09-01,1982,9,-2.286362747355981,0.9256326269122647,3.2119953742682457,CEI NINO,3.0
1982-10-01,1982,10,-2.208942897490275,1.2706559613049344,3.4795988587952094,CEI NINO,3.0
1982-11-01,1982,11,-2.521397552938692,1.5835969340120155,4.104994486950708,CEI NINO,3.0
1982-12-01,1982,12,-2.493336732132235,1.9992487599778694,4.492585492110105,CEI NINO,3.0
1983-01-01,1983,1,-2.8456686470276242,2.3756450180827318,5.221313665110356,CEI NINO,3.0
1983-02-01,1983,2,-2.7257847473691816,2.485765556841369,5.211550304210551,CEI NINO,3.0
1983-03-01,1983,3,-2.8053246585060396,2.3411190367110164,5.146443695217056,CEI NINO,3.0
1983-04-01,1983,4,-2.1733834247458006,2.120720306310762,4.294103731056563,CEI NINO,3.0
1983-05-01,1983,5,-0.8710227668235457,1.8343438443851114,2.705366611208657,NINO3.4 NINO,1.0
1983-06-01,1983,6,-0.0052599867928197555,1.4421034715411751,1.447363458333995,NINO3.4 NINO,1.0
1983-07-01,1983,7,0.11498064091647713,0.9816782268101788,0.8666975858937017,NINO3.4 NINO,1.0
1983-08-01,1983,8,-0.1138527462673386,0.5869154078386283,0.7007681541059669,NINO3.4 NINO,1.0
1983-09-01,1983,9,0.20831952896110584,0.21146506703162068,0.0031455380705148472,Neutral,0.0
1983-10-01,1983,10,0.6819641230828789,-0.29483716664535053,-0.9768012897282294,Neutral,0.0
1983-11-01,1983,11,0.5335296939838042,-0.74335961871167,-1.2768893126954741,NINO3.4 NINA,-1.0
1983-12-01,1983,12,0.19573190292331435,-0.9780259350212362,-1.1737578379445506,NINO3.4 NINA,-1.0
1984-01-01,1984,1,0.04857307383516487,-1.0793179123332286,-1.1278909861683935,NINO3.4 NINA,-1.0
1984-02-01,1984,2,0.30864809535448545,-0.9975748925102466,-1.306222987864732,NINO3.4 NINA,-1.0
1984-03-01,1984,3,0.23346719108985936,-0.844257463816224,-1.0777246549060835,NINO3.4 NINA,-1.0
1984-04-01,1984,4,0.32424410733643866,-0.6910188615636913,-1.01526296890013,NINO3.4 NINA,-1.0
1984-05-01,1984,5,0.2016407651902844,-0.6013931975919174,-0.8030339627822018,NINO3.4 NINA,-1.0
1984-06-01,1984,6,0.069757369401317,-0.6223610310277047,-0.6921184004290217,NINO3.4 NINA,-1.0
1984-07-01,1984,7,0.05021951848761334,-0.6713122511917075,-0.7215317696793208,NINO3.4 NINA,-1.0
1984-08-01,1984,8,0.15642081037013564,-0.6143995604374207,-0.7708203708075564,NINO3.4 NINA,-1.0
1984-09-01,1984,9,0.41716891025200803,-0.5618223239649704,-0.9789912342169784,NINO3.4 NINA,-1.0
1984-10-01,1984,10,0.1655282212463117,-0.5667883897787085,-0.7323166110250202,NINO3.4 NINA,-1.0
1984-11-01,1984,11,0.08087344975334224,-0.6487678889261547,-0.7296413386794969,NINO3.4 NINA,-1.0
1984-12-01,1984,12,-0.027853018150794478,-0.8668806525232556,-0.8390276343724612,NINO3.4 NINA,-1.0
1985-01-01,1985,1,-0.008446562612775366,-1.0911418785564182,-1.0826953159436428,NINO3.4 NINA,-1.0
1985-02-01,1985,2,0.12116852090667593,-1.1772991791027259,-1.2984677000094018,NINO3.4 NINA,-1.0
1985-03-01,1985,3,0.23333990714568098,-1.2013412437565454,-1.4346811509022264,NINO3.4 NINA,-1.0
1985-04-01,1985,4,0.8356576278245512,-1.1923550294269236,-2.028012657251475,NINO3.4 NINA,-1.0
1985-05-01,1985,5,0.8043940923704092,-1.0979997789658742,-1.9023938713362833,NINO3.4 NINA,-1.0
1985-06-01,1985,6,0.5083882433128989,-1.0054575366590424,-1.5138457799719411,NINO3.4 NINA,-1.0
1985-07-01,1985,7,-0.0473001647359897,-0.9834649594839092,-0.9361647947479195,NINO3.4 NINA,-1.0
1985-08-01,1985,8,0.15328977854399817,-0.9360114417081739,-1.089301220252172,NINO3.4 NINA,-1.0
1985-09-01,1985,9,0.38028594205922,-0.8503270998107928,-1.2306130418700127,NINO3.4 NINA,-1.0
1985-10-01,1985,10,0.29241281037381633,-0.7394182966372737,-1.03183110701109,NINO3.4 NINA,-1.0
1985-11-01,1985,11,-0.1882637664145662,-0.6251199564797755,-0.43685619006520926,NINO3.4 NINA,-1.0
1985-12-01,1985,12,-0.1029925749343021,-0.5665519104542428,-0.4635593355199407,NINO3.4 NINA,-1.0
1986-01-01,1986,1,0.3246396476446401,-0.5969000904270984,-0.9215397380717385,NINO3.4 NINA,-1.0
1986-02-01,1986,2,0.10766197399428323,-0.5931952476771661,-0.7008572216714494,NINO3.4 NINA,-1.0
1986-03-01,1986,3,0.18590734121899646,-0.5746710339275035,-0.7605783751465,NINO3.4 NINA,-1.0
1986-04-01,1986,4,0.027921312990352616,-0.5562256466193307,-0.5841469596096833,NINO3.4 NINA,-1.0
1986-05-01,1986,5,0.1652914147844842,-0.5659212989223487,-0.7312127137068328,NINO3.4 NINA,-1.0
1986-06-01,1986,6,0.5700994635842436,-0.4497311241691377,-1.0198305877533813,Neutral,0.0
1986-07-01,1986,7,0.5739313217570747,-0.2858509523157307,-0.8597822740728054,Neutral,0.0
1986-08-01,1986,8,0.5389745819229798,-0.12015777230810075,-0.6591323542310805,Neutral,0.0
1986-09-01,1986,9,-0.22604432720404155,0.053023919640882426,0.279068246844924,Neutral,0.0
1986-10-01,1986,10,-0.08461247289661376,0.35311618238543296,0.43772865528204674,Neutral,0.0
1986-11-01,1986,11,-0.4016689891336412,0.6495036023800488,1.05117259151369,NINO3.4 NINO,1.0
1986-12-01,1986,12,-0.688477732814832,0.9232678336676289,1.611745566482461,NINO3.4 NINO,1.0
1987-01-01,1987,1,-1.1587409214708335,1.1104806322014589,2.2692215536722924,CEI NINO,3.0
1987-02-01,1987,2,-1.001214290719575,1.258437862874302,2.259652153593877,CEI NINO,3.0
1987-03-01,1987,3,-0.9590386749523407,1.300610009070343,2.2596486840226837,NINO3.4 NINO,1.0
1987-04-01,1987,4,-1.3585001804580814,1.205545320635897,2.5640455010939784,CEI NINO,3.0
1987-05-01,1987,5,-1.7335293802988374,1.108352318281278,2.8418816985801154,CEI NINO,3.0
1987-06-01,1987,6,-1.9327649152082185,1.0921140713347663,3.024878986542985,CEI NINO,3.0
1987-07-01,1987,7,-2.0529517134691786,1.1566729269133824,3.209624640382561,CEI NINO,3.0
1987-08-01,1987,8,-1.7564889835341346,1.2868942082514443,3.043383191785579,CEI NINO,3.0
1987-09-01,1987,9,-1.5311695447355633,1.5121013515824608,3.043270896318024,CEI NINO,3.0
1987-10-01,1987,10,-0.9561679591434183,1.6395637074684453,2.5957316666118637,NINO3.4 NINO,1.0
1987-11-01,1987,11,-0.6035072920616171,1.659270317840428,2.262777609902045,NINO3.4 NINO,1.0
1987-12-01,1987,12,-0.34151080326295696,1.5570324232305834,1.8985432264935405,NINO3.4 NINO,1.0
1988-01-01,1988,1,-0.2197694001401158,1.3942558215580054,1.6140252216981212,NINO3.4 NINO,1.0
1988-02-01,1988,2,-0.26539750321332456,1.0763487830371847,1.3417462862505092,NINO3.4 NINO,1.0
1988-03-01,1988,3,0.10807021623766999,0.806368220941024,0.698298004703354,NINO3.4 NINO,1.0
1988-04-01,1988,4,0.18586588020561332,0.45827065533032363,0.2724047751247103,Neutral,0.0
1988-05-01,1988,5,0.7813512708106988,-0.04093719861273707,-0.8222884694234358,Neutral,0.0
1988-06-01,1988,6,0.556824240578476,-0.631820204006256,-1.1886444445847322,NINO3.4 NINA,-1.0
1988-07-01,1988,7,1.0019750676862424,-1.082786275758701,-2.0847613434449435,CEI NINA,-3.0
1988-08-01,1988,8,1.1708907123342291,-1.3947813311679251,-2.565672043502154,CEI NINA,-3.0
1988-09-01,1988,9,1.896409499245567,-1.5550354867128846,-3.4514449859584513,CEI NINA,-3.0
1988-10-01,1988,10,1.9723546011211408,-1.7255370796512748,-3.6978916807724156,CEI NINA,-3.0
1988-11-01,1988,11,2.02595578207443,-1.8146109585326349,-3.8405667406070645,CEI NINA,-3.0
1988-12-01,1988,12,1.7019229867027734,-1.888471334206825,-3.5903943209095983,CEI NINA,-3.0
1989-01-01,1989,1,1.586016898155895,-2.077260661570419,-3.663277559726314,CEI NINA,-3.0
1989-02-01,1989,2,1.1963886083924287,-2.184701101318468,-3.3810897097108965,CEI NINA,-3.0
1989-03-01,1989,3,1.1706406441452635,-2.0195597064012567,-3.19020035054652,CEI NINA,-3.0
1989-04-01,1989,4,1.3964329490442935,-1.78118854734176,-3.1776214963860534,CEI NINA,-3.0
1989-05-01,1989,5,1.7433915158887605,-1.5023794237989545,-3.245770939687715,CEI NINA,-3.0
1989-06-01,1989,6,1.8130331203674128,-1.1426155448480406,-2.9556486652154534,CEI NINA,-3.0
1989-07-01,1989,7,1.5476568360663636,-0.9054267824108592,-2.4530836184772227,CEI NINA,-3.0
1989-08-01,1989,8,0.751007405240198,-0.7515575686264188,-1.5025649738666167,NINO3.4 NINA,-1.0
1989-09-01,1989,9,0.5066284227209322,-0.5949294293899001,-1.1015578521108322,NINO3.4 NINA,-1.0
1989-10-01,1989,10,0.4000701284610686,-0.5005741789288465,-0.9006443073899151,NINO3.4 NINA,-1.0
1989-11-01,1989,11,0.4442982833926637,-0.4832323618015017,-0.9275306451941654,Neutral,0.0
1989-12-01,1989,12,0.07600938889670224,-0.39865159008495227,-0.4746609789816545,Neutral,0.0
1990-01-01,1990,1,-0.26083384184581976,-0.27765300240098273,-0.01681916055516297,Neutral,0.0
1990-02-01,1990,2,-0.6550024621557892,-0.1533437041745185,0.5016587579812707,Neutral,0.0
1990-03-01,1990,3,-0.6412146793302649,-0.04732214037325457,0.5938925389570103,Neutral,0.0
1990-04-01,1990,4,-0.540049306275817,0.0869981159221746,0.6270474221979916,Neutral,0.0
1990-05-01,1990,5,0.5465915557013091,0.16007022718148317,-0.38652132851982596,Neutral,0.0
1990-06-01,1990,6,0.89096900316464,0.16984470592598913,-0.7211242972386509,Neutral,0.0
1990-07-01,1990,7,1.07411522296599,0.1658245574101057,-0.9082906655558843,SOI NINA,-2.0
1990-08-01,1990,8,0.38503409744551836,0.19908931571801405,-0.1859447817275043,Neutral,0.0
1990-09-01,1990,9,-0.0856505312018462,0.2043706872977076,0.2900212184995538,Neutral,0.0
1990-10-01,1990,10,-0.22965516497169933,0.21595817419643482,0.44561333916813417,Neutral,0.0
1990-11-01,1990,11,-0.34663070952029335,0.24748875079160657,0.5941194603118999,Neutral,0.0
1990-12-01,1990,12,-0.14237353103537498,0.2918680373493115,0.43424156838468647,Neutral,0.0
1991-01-01,1991,1,-0.07338677154608511,0.3490172074280581,0.42240397897414317,Neutral,0.0
1991-02-01,1991,2,0.18863601004019762,0.37636998262436866,0.18773397258417104,Neutral,0.0
1991-03-01,1991,3,0.03508051420914451,0.335774365258084,0.30069385104893953,Neutral,0.0
1991-04-01,1991,4,-0.42359346760910516,0.36367892554480913,0.7872723931539143,Neutral,0.0
1991-05-01,1991,5,-1.108514780788768,0.36344244622034333,1.4719572270091115,SOI NINO,2.0
1991-06-01,1991,6,-0.9430344815216771,0.4063240303897791,1.3493585119114562,Neutral,0.0
1991-07-01,1991,7,-0.7010075010249917,0.5347323035736181,1.2357398045986097,NINO3.4 NINO,1.0
1991-08-01,1991,8,-0.2563719670396047,0.6791423443795072,0.9355143114191118,NINO3.4 NINO,1.0
1991-09-01,1991,9,-0.8003777849977102,0.7057068551609409,1.506084640158651,NINO3.4 NINO,1.0
1991-10-01,1991,10,-1.1768142675830078,0.8284396245576487,2.0052538921406566,CEI NINO,3.0
1991-11-01,1991,11,-1.2667019270161912,0.9734802768954393,2.2401822039116306,CEI NINO,3.0
1991-12-01,1991,12,-1.2483524812020053,1.1763007108438825,2.424653192045888,CEI NINO,3.0
1992-01-01,1992,1,-1.68563807335787,1.4439164796954005,3.1295545530532705,CEI NINO,3.0
1992-02-01,1992,2,-1.6553263832404566,1.7692332037160858,3.4245595869565424,CEI NINO,3.0
1992-03-01,1992,3,-1.7676846761770733,1.8918083202298157,3.6594929964068887,CEI NINO,3.0
1992-04-01,1992,4,-1.3595775455381018,1.9007945345594375,3.2603720800975395,CEI NINO,3.0
1992-05-01,1992,5,-0.995274182364789,1.76812963353525,2.7634038159000394,NINO3.4 NINO,1.0
1992-06-01,1992,6,-0.6435749948514308,1.5035880959017607,2.1471630907531916,NINO3.4 NINO,1.0
1992-07-01,1992,7,-0.4500799602780733,1.1590377201580215,1.609117680436095,NINO3.4 NINO,1.0
1992-08-01,1992,8,-0.4214724565875209,0.8399482850148836,1.2614207416024046,NINO3.4 NINO,1.0
1992-09-01,1992,9,-0.04537004730663145,0.5117938091006335,0.557163856407265,NINO3.4 NINO,1.0
1992-10-01,1992,10,-0.3625481649848915,0.1757566890375911,0.5383048540224826,Neutral,0.0
1992-11-01,1992,11,-0.7857707219661701,-0.04101602505421501,0.7447546969119552,Neutral,0.0
1992-12-01,1992,12,-0.9975677932675937,-0.1479835061533353,0.8495842871142584,Neutral,0.0
1993-01-01,1993,1,-0.7024092355163727,-0.13340061447807064,0.5690086210383021,Neutral,0.0
1993-02-01,1993,2,-0.6292601527546601,-0.016185695985519572,0.6130744567691405,Neutral,0.0
1993-03-01,1993,3,-0.5971248139038923,0.14659090568705424,0.7437157195909465,Neutral,0.0
1993-04-01,1993,4,-0.8387094158096976,0.3613141323001717,1.2000235481098693,Neutral,0.0
1993-05-01,1993,5,-0.8469631335315461,0.6022865639287708,1.4492496974603168,NINO3.4 NINO,1.0
1993-06-01,1993,6,-1.170655133724966,0.6853696332570502,1.8560247669820162,CEI NINO,3.0
1993-07-01,1993,7,-1.066140904038739,0.6671607252733397,1.7333016293120789,CEI NINO,3.0
1993-08-01,1993,8,-1.3268642361151815,0.6011041673064554,1.927968403421637,CEI NINO,3.0
1993-09-01,1993,9,-1.1294794171057734,0.5165233955899085,1.6460028126956818,CEI NINO,3.0
1993-10-01,1993,10,-1.1565434215329977,0.3271034566944146,1.4836468782274124,SOI NINO,2.0
1993-11-01,1993,11,-0.688112826331766,0.23093519807914129,0.9190480244109073,Neutral,0.0
1993-12-01,1993,12,-0.33707519964460175,0.19727630756379616,0.534351507208398,Neutral,0.0
1994-01-01,1994,1,0.0524524123909016,0.18111688705876847,0.12866447466786687,Neutral,0.0
1994-02-01,1994,2,0.11002322285370661,0.11624272571420118,0.006219502860494566,Neutral,0.0
1994-03-01,1994,3,-0.19031272117959255,0.1300373529745881,0.32035007415418065,Neutral,0.0
1994-04-01,1994,4,-0.7040299766471073,0.19814339842015607,0.9021733750672634,Neutral,0.0
1994-05-01,1994,5,-1.149155152917012,0.25229716372236105,1.401452316639373,SOI NINO,2.0
1994-06-01,1994,6,-1.1745518386947185,0.33774502629527875,1.5122968649899973,SOI NINO,2.0
1994-07-01,1994,7,-1.3149630664376102,0.4070334683631705,1.7219965348007806,SOI NINO,2.0
1994-08-01,1994,8,-1.4672682024492028,0.49941805778702525,1.966686260236228,SOI NINO,2.0
1994-09-01,1994,9,-1.8422519577649925,0.5236177753238216,2.365869733088814,CEI NINO,3.0
1994-10-01,1994,10,-1.5994884501074926,0.6108786460509614,2.2103670961584543,CEI NINO,3.0
1994-11-01,1994,11,-1.3322315764534285,0.784296817324407,2.1165283937778354,CEI NINO,3.0
1994-12-01,1994,12,-1.108551647983943,1.0036708039853164,2.1122224519692594,CEI NINO,3.0
1995-01-01,1995,1,-0.7776842564984191,1.1152102186907344,1.8928944751891534,NINO3.4 NINO,1.0
1995-02-01,1995,2,-0.5617438649224341,1.1803996858012515,1.7421435507236858,NINO3.4 NINO,1.0
1995-03-01,1995,3,0.08749101351502192,1.11379134274395,1.026300329228928,NINO3.4 NINO,1.0
1995-04-01,1995,4,-0.1120315670201441,0.926499717768627,1.038531284788771,NINO3.4 NINO,1.0
1995-05-01,1995,5,-0.29305111067001466,0.623569703130511,0.9166208138005256,NINO3.4 NINO,1.0
1995-06-01,1995,6,-0.4410410230123774,0.38267609794339985,0.8237171209557772,Neutral,0.0
1995-07-01,1995,7,0.08636027387722522,0.18237811012257188,0.09601783624534665,Neutral,0.0
1995-08-01,1995,8,0.45085234739318286,-0.08232108039389444,-0.5331734277870773,Neutral,0.0
1995-09-01,1995,9,0.44713989211032285,-0.3750036576385764,-0.8221435497488992,Neutral,0.0
1995-10-01,1995,10,0.2469784181357009,-0.5738827695126216,-0.8208611876483225,NINO3.4 NINA,-1.0
1995-11-01,1995,11,0.14288501053864927,-0.8166682092954444,-0.9595532198340937,NINO3.4 NINA,-1.0
1995-12-01,1995,12,-0.11612927194492907,-1.0087682472015287,-0.8926389752565996,NINO3.4 NINA,-1.0
1996-01-01,1996,1,0.17474092282572581,-1.0698587393546763,-1.244599662180402,NINO3.4 NINA,-1.0
1996-02-01,1996,2,0.20959484760812244,-1.07088348309402,-1.2804783307021423,NINO3.4 NINA,-1.0
1996-03-01,1996,3,0.7337197455121547,-1.0074281976962371,-1.7411479432083918,NINO3.4 NINA,-1.0
1996-04-01,1996,4,0.7465918731620108,-0.8494600089544287,-1.5960518821164396,NINO3.4 NINA,-1.0
1996-05-01,1996,5,0.8410080049390178,-0.695984927377431,-1.5369929323164488,NINO3.4 NINA,-1.0
1996-06-01,1996,6,1.152240799935816,-0.5632411999117557,-1.7154819998475717,CEI NINA,-3.0
1996-07-01,1996,7,1.154719906254359,-0.4395625132171924,-1.5942824194715515,SOI NINA,-2.0
1996-08-01,1996,8,1.2724010705269009,-0.35190751028261336,-1.6243085808095143,SOI NINA,-2.0
1996-09-01,1996,9,0.8490421169269952,-0.37500365763857557,-1.2240457745655706,Neutral,0.0
1996-10-01,1996,10,0.7393569598445433,-0.4083472423879686,-1.147704202232512,Neutral,0.0
1996-11-01,1996,11,0.4469719676518133,-0.4170181509516405,-0.8639901186034538,Neutral,0.0
1996-12-01,1996,12,0.5303572410334845,-0.48378414689191707,-1.0141413879254015,Neutral,0.0
1997-01-01,1997,1,0.4958950296397217,-0.566157778246806,-1.0620528078865277,NINO3.4 NINA,-1.0
1997-02-01,1997,2,0.9617192595815308,-0.5435345895397711,-1.505253849121302,NINO3.4 NINA,-1.0
1997-03-01,1997,3,0.49902440435697965,-0.4942680636098162,-0.9932924679667958,Neutral,0.0
1997-04-01,1997,4,-0.06039860608032754,-0.35048863433583477,-0.2900900282555072,Neutral,0.0
1997-05-01,1997,5,-1.220780004399706,-0.02438364590027176,1.1963963584994342,SOI NINO,2.0
1997-06-01,1997,6,-1.8815016876336876,0.39450006416658867,2.276001751800276,SOI NINO,2.0
1997-07-01,1997,7,-1.8673210146887924,0.8776273240461114,2.744948338734904,CEI NINO,3.0
1997-08-01,1997,8,-1.7851450046061101,1.376756351547684,3.161901356153794,CEI NINO,3.0
1997-09-01,1997,9,-1.5318909460184122,1.8147948868961112,3.3466858329145235,CEI NINO,3.0
1997-10-01,1997,10,-1.7164941202411679,2.202384499692263,3.918878619933431,CEI NINO,3.0
1997-11-01,1997,11,-1.5811675612344125,2.501136712931517,4.08230427416593,CEI NINO,3.0
1997-12-01,1997,12,-1.3531695422484404,2.654296488742565,4.007466030991005,CEI NINO,3.0
1998-01-01,1998,1,-1.5892950393421006,2.763471110203345,4.352766149545445,CEI NINO,3.0
1998-02-01,1998,2,-1.6316762409308307,2.743528020506898,4.3752042614377284,CEI NINO,3.0
1998-03-01,1998,3,-2.1893602459394894,2.5019249773463934,4.691285223285883,CEI NINO,3.0
