,Year,Month,soi3m,nino5m,CEI,category,code
1953-11-01,1953,11,-0.49525267329285255,0.24748875079160743,0.74274142408446,Neutral,0.0
1953-12-01,1953,12,-0.14934386126148252,0.2918680373493123,0.44121189861079485,Neutral,0.0
1954-01-01,1954,1,0.017354022406959064,0.36793555338516165,0.3505815309782026,Neutral,0.0
1954-02-01,1954,2,0.03728019765844171,0.3692756028904556,0.3319954052320139,Neutral,0.0
1954-03-01,1954,3,0.2789921132889185,0.24354742871720614,-0.03544468457171235,Neutral,0.0
1954-04-01,1954,4,0.34899211591965235,-0.0690782382239254,-0.41807035414357774,Neutral,0.0
1954-05-01,1954,5,0.6918184940843706,-0.33653635419247263,-1.0283548482768432,Neutral,0.0
1954-06-01,1954,6,0.6761382041697812,-0.6247258242723412,-1.3008640284421225,NINO3.4 NINA,-1.0
1954-07-01,1954,7,0.5959270648104269,-0.945628267569702,-1.541555332380129,NINO3.4 NINA,-1.0
1954-08-01,1954,8,0.8079968804804614,-1.1985034918629789,-2.0065003723434405,NINO3.4 NINA,-1.0
1954-09-01,1954,9,0.8698491924050461,-1.3256505419830078,-2.195499734388054,NINO3.4 NINA,-1.0
1954-10-01,1954,10,0.7788745360173842,-1.503246514655312,-2.2821210506726963,NINO3.4 NINA,-1.0
1954-11-01,1954,11,0.40850413805462654,-1.5663076678456553,-1.974811805900282,NINO3.4 NINA,-1.0
1954-12-01,1954,12,0.7260895492484661,-1.6212496975627415,-2.3473392468112078,NINO3.4 NINA,-1.0
1955-01-01,1955,1,0.44088693884122826,-1.5120750761019615,-1.9529620149431897,NINO3.4 NINA,-1.0
1955-02-01,1955,2,0.82752637822641,-1.3522938792059294,-2.1798202574323393,NINO3.4 NINA,-1.0
1955-03-01,1955,3,0.5960785674503484,-1.2510019018939411,-1.8470804693442895,NINO3.4 NINA,-1.0
1955-04-01,1955,4,0.7720304645666269,-1.2632988267660608,-2.0353292913326877,NINO3.4 NINA,-1.0
1955-05-01,1955,5,0.8734112957250982,-1.2280634074209584,-2.1014747031460566,NINO3.4 NINA,-1.0
1955-06-01,1955,6,1.4253036618803137,-1.251396034101383,-2.6766996959816964,CEI NINA,-3.0
1955-07-01,1955,7,2.2353737714542676,-1.2743345285743692,-3.509708300028637,CEI NINA,-3.0
1955-08-01,1955,8,2.284391347647393,-1.3474854662751656,-3.631876813922559,CEI NINA,-3.0
1955-09-01,1955,9,1.9960401395140306,-1.427336651502437,-3.4233767910164676,CEI NINA,-3.0
1955-10-01,1955,10,1.7756427406138264,-1.690065180981705,-3.4657079215955315,CEI NINA,-3.0
1955-11-01,1955,11,1.6247919504436117,-2.006159211348303,-3.6309511617919146,CEI NINA,-3.0
1955-12-01,1955,12,1.4642657110208392,-2.2337311479239554,-3.6979968589447947,CEI NINA,-3.0
1956-01-01,1956,1,1.2621241917026162,-2.2073242900255017,-3.4694484817281177,CEI NINA,-3.0
1956-02-01,1956,2,1.1769017892326523,-2.097203751266865,-3.2741055404995176,CEI NINA,-3.0
1956-03-01,1956,3,1.300703366224034,-1.7452436900232595,-3.0459470562472934,CEI NINA,-3.0
1956-04-01,1956,4,1.3104572293390055,-1.38626807548723,-2.6967253048262356,CEI NINA,-3.0
1956-05-01,1956,5,1.677359948468335,-1.0767166397641323,-2.7540765882324676,CEI NINA,-3.0
1956-06-01,1956,6,1.8433716648290959,-0.9747152244787493,-2.8180868893078452,CEI NINA,-3.0
1956-07-01,1956,7,1.9910068330215323,-0.966911406771443,-2.957918239792975,CEI NINA,-3.0
1956-08-01,1956,8,1.7173194932974876,-1.0566158971847057,-2.773935390482193,CEI NINA,-3.0
1956-09-01,1956,9,1.0853692241111395,-1.0891712175192194,-2.174540441630359,CEI NINA,-3.0
1956-10-01,1956,10,1.2393085297089204,-1.1461627347149907,-2.385471264423911,CEI NINA,-3.0
1956-11-01,1956,11,0.7769778391658599,-1.21395347439461,-1.99093131356047,NINO3.4 NINA,-1.0
1956-12-01,1956,12,1.1558099270506368,-1.190857327038646,-2.346667254089283,CEI NINA,-3.0
1957-01-01,1957,1,0.6512873883836791,-1.039116427174384,-1.6904038155580632,NINO3.4 NINA,-1.0
1957-02-01,1957,2,0.5777496421971434,-0.850957711342697,-1.4287073535398405,NINO3.4 NINA,-1.0
1957-03-01,1957,3,0.3057299891197389,-0.5794006204167801,-0.885130609536519,NINO3.4 NINA,-1.0
1957-04-01,1957,4,0.22824154495847754,-0.20387145316828525,-0.4321129981267628,Neutral,0.0
1957-05-01,1957,5,-0.10123432890912111,0.17189419340467366,0.27312852231379475,Neutral,0.0
1957-06-01,1957,6,-0.1487274496645376,0.4749030344842778,0.6236304841488154,Neutral,0.0
1957-07-01,1957,7,-0.19792556887392249,0.7570228685695802,0.9549484374435027,NINO3.4 NINO,1.0
1957-08-01,1957,8,-0.0944895955294509,0.9061624958647448,1.0006520913941956,NINO3.4 NINO,1.0
1957-09-01,1957,9,-0.5471975128259763,0.9516453526032821,1.4988428654292583,NINO3.4 NINO,1.0
1957-10-01,1957,10,-0.6147840433450937,0.953773666523458,1.5685577098685517,NINO3.4 NINO,1.0
1957-11-01,1957,11,-0.792260995923537,1.0065873823203717,1.7988483782439086,NINO3.4 NINO,1.0
1957-12-01,1957,12,-0.5154243174768076,1.0888033607922818,1.6042276782690894,NINO3.4 NINO,1.0
1958-01-01,1958,1,-1.0778285138206183,1.306758471506404,2.3845869853270223,CEI NINO,3.0
1958-02-01,1958,2,-0.8171029695333463,1.492552394093453,2.309655363626799,NINO3.4 NINO,1.0
1958-03-01,1958,3,-0.6126399845606976,1.5607372659805108,2.1733772505412086,NINO3.4 NINO,1.0
1958-04-01,1958,4,0.0665488615116158,1.4585781978121506,1.3920293363005347,NINO3.4 NINO,1.0
1958-05-01,1958,5,0.0297368820269014,1.259699085938102,1.2299622039112006,NINO3.4 NINO,1.0
1958-06-01,1958,6,0.09658362842642905,0.9336729239440273,0.8370892955175983,NINO3.4 NINO,1.0
1958-07-01,1958,7,0.10041548659926015,0.6127704806466674,0.5123549940474073,NINO3.4 NINO,1.0
1958-08-01,1958,8,0.6968390339321284,0.37171922257658024,-0.3251198113555482,Neutral,0.0
1958-09-01,1958,9,0.41095169294292705,0.1618044088942248,-0.24914728404870226,Neutral,0.0
1958-10-01,1958,10,0.2684978215241906,-0.008697184044165501,-0.2771950055683561,Neutral,0.0
1958-11-01,1958,11,-0.30195354812699915,-0.07412313047914645,0.2278304176478527,Neutral,0.0
1958-12-01,1958,12,-0.39746127466164827,-0.09359326152666454,0.30386801313498374,Neutral,0.0
1959-01-01,1959,1,-0.6643363216588862,0.025040532912666797,0.6893768545715531,Neutral,0.0
1959-02-01,1959,2,-0.867683483077314,0.2061048690104408,1.073788352087755,Neutral,0.0
1959-03-01,1959,3,-0.2129104185672977,0.31449122605634305,0.5274016446236407,Neutral,0.0
1959-04-01,1959,4,0.2626957689353595,0.325842233630602,0.06314646469524249,Neutral,0.0
1959-05-01,1959,5,0.8597139922641426,0.28540426914729167,-0.5743097231168509,Neutral,0.0
1959-06-01,1959,6,0.3318333485516406,0.11072487481004188,-0.2211084737415987,Neutral,0.0
1959-07-01,1959,7,-0.026108796137169606,-0.16761129008383613,-0.14150249394666653,Neutral,0.0
1959-08-01,1959,8,-0.32552119917929745,-0.39920337517537186,-0.0736821759960744,Neutral,0.0
1959-09-01,1959,9,-0.22577635902729787,-0.6304013280594674,-0.4046249690321695,NINO3.4 NINA,-1.0
1959-10-01,1959,10,0.14180828033007337,-0.7063111912123423,-0.8481194715424156,NINO3.4 NINA,-1.0
1959-11-01,1959,11,0.5927548777911283,-0.7930202768490652,-1.3857751546401935,NINO3.4 NINA,-1.0
1959-12-01,1959,12,0.8981967415747822,-0.7084395051325165,-1.6066362467072988,NINO3.4 NINA,-1.0
1960-01-01,1960,1,0.7188388788596833,-0.5992648836717366,-1.31810376253142,NINO3.4 NINA,-1.0
1960-02-01,1960,2,0.3272647331477351,-0.515157070604117,-0.842421803751852,NINO3.4 NINA,-1.0
1960-03-01,1960,3,0.3554517997618945,-0.4729849244080751,-0.8284367241699696,Neutral,0.0
1960-04-01,1960,4,0.6420157132409022,-0.3859605330054036,-1.0279762462463058,Neutral,0.0
1960-05-01,1960,5,0.9719792158750613,-0.3270771812139221,-1.2990563970889835,Neutral,0.0
1960-06-01,1960,6,0.6976695995292042,-0.3433154281604336,-1.0409850276896377,Neutral,0.0
1960-07-01,1960,7,0.6206037397744533,-0.3071340915174725,-0.9277378312919258,Neutral,0.0
1960-08-01,1960,8,0.6598412250958697,-0.27859891969884065,-0.9384401447947104,Neutral,0.0
1960-09-01,1960,9,0.8409260574711617,-0.2946006873208881,-1.1355267447920498,Neutral,0.0
1960-10-01,1960,10,0.6360869583228045,-0.3705105504737631,-1.0065975087965675,Neutral,0.0
1960-11-01,1960,11,0.5221588019968758,-0.37445187254815854,-0.8966106745450344,Neutral,0.0
1960-12-01,1960,12,0.5321538512774241,-0.3844628306171252,-0.9166166818945494,Neutral,0.0
1961-01-01,1961,1,0.4308977958206396,-0.4289997700578078,-0.8598975658784473,Neutral,0.0
1961-02-01,1961,2,0.43264932005672296,-0.4040117881061356,-0.8366611081628585,Neutral,0.0
1961-03-01,1961,3,-0.4102883022476083,-0.3665692283993694,0.04371907384823892,Neutral,0.0
1961-04-01,1961,4,0.019612130285293364,-0.36231260055902437,-0.3819247308443177,Neutral,0.0
1961-05-01,1961,5,-0.05732130851486379,-0.2963348690336289,-0.2390135605187651,Neutral,0.0
1961-06-01,1961,6,0.5627236012928579,-0.20142783348215898,-0.7641514347750169,Neutral,0.0
1961-07-01,1961,7,0.3328583686006659,-0.2267311211997826,-0.5595894898004485,Neutral,0.0
1961-08-01,1961,8,0.28387208409916015,-0.3093412318791314,-0.5932133159782915,Neutral,0.0
1961-09-01,1961,9,0.27822052329045516,-0.4506770414669873,-0.7288975647574425,Neutral,0.0
1961-10-01,1961,10,0.026579834284758838,-0.6637449128088595,-0.6903247470936184,NINO3.4 NINA,-1.0
1961-11-01,1961,11,0.15074803335033846,-0.8143034160508053,-0.9650514494011437,NINO3.4 NINA,-1.0
1961-12-01,1961,12,0.6361580910095939,-0.8857989984803575,-1.5219570894899515,NINO3.4 NINA,-1.0
1962-01-01,1962,1,1.347843769527271,-0.873580900049731,-2.2214246695770017,CEI NINA,-3.0
1962-02-01,1962,2,1.3210370320004878,-0.7800139140035593,-2.1010509460040474,CEI NINA,-3.0
1962-03-01,1962,3,0.9016831121135814,-0.6550740042451918,-1.5567571163587732,NINO3.4 NINA,-1.0
1962-04-01,1962,4,0.43780626442879983,-0.6602765493833981,-1.0980828138121979,NINO3.4 NINA,-1.0
1962-05-01,1962,5,0.8090743269835428,-0.7007145138667077,-1.5097888408502504,NINO3.4 NINA,-1.0
1962-06-01,1962,6,1.0667980584278463,-0.6814808621436511,-1.7482789205714973,CEI NINA,-3.0
1962-07-01,1962,7,0.9645699618362756,-0.6500291119899656,-1.6145990738262412,NINO3.4 NINA,-1.0
1962-08-01,1962,8,0.6626078865167835,-0.6664250118194541,-1.3290328983362376,NINO3.4 NINA,-1.0
1962-09-01,1962,9,0.49181247411745266,-0.7155338848664321,-1.2073463589838846,NINO3.4 NINA,-1.0
1962-10-01,1962,10,0.8921658278110784,-0.7015816047230674,-1.5937474325341459,NINO3.4 NINA,-1.0
1962-11-01,1962,11,0.7815159210614339,-0.7882906903597895,-1.5698066114212232,NINO3.4 NINA,-1.0
1962-12-01,1962,12,0.6369050652460578,-0.8999877579481854,-1.5368928231942434,NINO3.4 NINA,-1.0
1963-01-01,1963,1,0.5450643868131165,-0.965807836590609,-1.5108722234037255,NINO3.4 NINA,-1.0
1963-02-01,1963,2,0.5150126519203773,-0.9029831627247303,-1.4179958146451077,NINO3.4 NINA,-1.0
1963-03-01,1963,3,0.8751171828113685,-0.7496657340307079,-1.6247829168420764,NINO3.4 NINA,-1.0
1963-04-01,1963,4,0.809050858661256,-0.5254833344390384,-1.3345341931002945,NINO3.4 NINA,-1.0
1963-05-01,1963,5,0.8920203702585457,-0.3578194933942144,-1.2498398636527601,Neutral,0.0
1963-06-01,1963,6,0.2746911524479057,-0.16595593481259094,-0.4406470872604966,Neutral,0.0
1963-07-01,1963,7,0.005729812646195858,0.09961034656024616,0.0938805339140503,Neutral,0.0
1963-08-01,1963,8,-0.19844404823931788,0.2653035265678761,0.463747574807194,Neutral,0.0
1963-09-01,1963,9,-0.16814218634638073,0.4077429063365661,0.5758850926829469,Neutral,0.0
1963-10-01,1963,10,-0.5710936576227563,0.6132434392956005,1.1843370969183569,NINO3.4 NINO,1.0
1963-11-01,1963,11,-0.9196090584102914,0.8055799565261489,1.7251890149364404,NINO3.4 NINO,1.0
1963-12-01,1963,12,-1.1330275779903591,0.9138086606890766,2.0468362386794356,CEI NINO,3.0
1964-01-01,1964,1,-0.8458349135396166,0.9473098983214441,1.7931448118610607,NINO3.4 NINO,1.0
1964-02-01,1964,2,-0.4760690796338729,0.8800709437322394,1.3561400233661123,NINO3.4 NINO,1.0
1964-03-01,1964,3,0.3621795451289821,0.6668454195073885,0.3046658743784064,NINO3.4 NINO,1.0
1964-04-01,1964,4,0.9572270735348134,0.2880055417163957,-0.6692215318184177,Neutral,0.0
1964-05-01,1964,5,1.1401505013021187,-0.19701355275883792,-1.3371640540609566,SOI NINA,-2.0
1964-06-01,1964,6,1.1530879818831665,-0.6199962377830665,-1.773084219666233,CEI NINA,-3.0
1964-07-01,1964,7,0.9919791245962037,-0.9125211621447723,-1.904500286740976,NINO3.4 NINA,-1.0
1964-08-01,1964,8,1.4068557877285193,-1.1535724202148594,-2.560428207943379,CEI NINA,-3.0
1964-09-01,1964,9,1.468445718843946,-1.306732196025905,-2.775177914869851,CEI NINA,-3.0
1964-10-01,1964,10,1.6644836510050613,-1.3802772659341418,-3.044760916939203,CEI NINA,-3.0
1964-11-01,1964,11,1.1058216684466782,-1.4669863515708637,-2.5728080200175416,CEI NINA,-3.0
1964-12-01,1964,12,0.5049540844171471,-1.5810482124038971,-2.0860022968210443,NINO3.4 NINA,-1.0
1965-01-01,1965,1,-0.12502251886283663,-1.500251109878772,-1.3752285910159354,NINO3.4 NINA,-1.0
1965-02-01,1965,2,-0.10704410367835814,-1.297903634579257,-1.190859530900899,NINO3.4 NINA,-1.0
1965-03-01,1965,3,0.23028232232931992,-1.0594536490782704,-1.2897359714075904,NINO3.4 NINA,-1.0
1965-04-01,1965,4,0.07749915996718966,-0.8139881102848606,-0.8914872702520503,NINO3.4 NINA,-1.0
1965-05-01,1965,5,0.0834079957539168,-0.45714080966900544,-0.5405488054229223,Neutral,0.0
1965-06-01,1965,6,-0.5099615483596155,-0.12811924289838464,0.3818423054612309,Neutral,0.0
1965-07-01,1965,7,-1.1164142059782045,0.17291893714401965,1.2893331431222241,SOI NINO,2.0
1965-08-01,1965,8,-1.5340248959569516,0.5112420240102149,2.0452669199671663,CEI NINO,3.0
1965-09-01,1965,9,-1.7042955467379777,0.8925255214873332,2.596821068225311,CEI NINO,3.0
1965-10-01,1965,10,-1.166740300655792,1.204441750455073,2.371182051110865,CEI NINO,3.0
1965-11-01,1965,11,-1.4772403177402522,1.4393445460891043,2.9165848638293568,CEI NINO,3.0
1965-12-01,1965,12,-0.8857985446258401,1.5995987016340663,2.4853972462599065,NINO3.4 NINO,1.0
1966-01-01,1966,1,-0.9378097565564764,1.5952632473522284,2.533073003908705,NINO3.4 NINO,1.0
1966-02-01,1966,2,-0.38695745585716057,1.4830932211149033,1.8700506769720637,NINO3.4 NINO,1.0
1966-03-01,1966,3,-0.8007016476856907,1.3597298401862923,2.160431487871983,NINO3.4 NINO,1.0
1966-04-01,1966,4,-0.516205060613172,1.113318384095021,1.6295234447081928,NINO3.4 NINO,1.0
1966-05-01,1966,5,-0.6686663425001763,0.7205262261606654,1.3891925686608417,NINO3.4 NINO,1.0
1966-06-01,1966,6,-0.13527514871144594,0.46780865475036465,0.6030838034618106,Neutral,0.0
1966-07-01,1966,7,-0.030321143129131676,0.31244173857765606,0.34276288170678776,Neutral,0.0
1966-08-01,1966,8,0.45321910808256655,-0.0019181100762061835,-0.4551372181587727,Neutral,0.0
1966-09-01,1966,9,0.17922878105748666,-0.2165625102478373,-0.395791291305324,Neutral,0.0
1966-10-01,1966,10,0.14751248957685706,-0.2617300612204199,-0.409242550797277,Neutral,0.0
1966-11-01,1966,11,-0.12106286707671945,-0.36735749281424546,-0.246294625737526,Neutral,0.0
1966-12-01,1966,12,-0.16854265828994364,-0.5287152185400364,-0.3601725602500928,NINO3.4 NINA,-1.0
1967-01-01,1967,1,0.3752959820907454,-0.6039944701610123,-0.9792904522517576,NINO3.4 NINA,-1.0
1967-02-01,1967,2,0.826841081151105,-0.6452206990592002,-1.4720617802103053,NINO3.4 NINA,-1.0
1967-03-01,1967,3,1.370974990902191,-0.7118290421165017,-2.082804033018693,CEI NINA,-3.0
1967-04-01,1967,4,0.8707471818523137,-0.8470952157097922,-1.717842397562106,NINO3.4 NINA,-1.0
1967-05-01,1967,5,0.4140588080298323,-0.8307781423217926,-1.2448369503516248,NINO3.4 NINA,-1.0
1967-06-01,1967,6,0.414084832402617,-0.7003992081007546,-1.1144840405033716,NINO3.4 NINA,-1.0
1967-07-01,1967,7,0.5082502473168365,-0.6003684538525706,-1.1086187011694073,NINO3.4 NINA,-1.0
1967-08-01,1967,8,0.8533977853499957,-0.5198078306519047,-1.3732056160019004,NINO3.4 NINA,-1.0
1967-09-01,1967,9,0.6189767112690785,-0.4956081131151084,-1.114584824384187,Neutral,0.0
1967-10-01,1967,10,0.5685499190936589,-0.5525996303108806,-1.1211495494045396,NINO3.4 NINA,-1.0
1967-11-01,1967,11,0.09224434174032059,-0.6534974754154304,-0.7457418171557509,NINO3.4 NINA,-1.0
1967-12-01,1967,12,-0.2725371863784492,-0.748640990291361,-0.4761038039129118,NINO3.4 NINA,-1.0
1968-01-01,1968,1,-0.1702373699639429,-0.8593921405819048,-0.6891547706179619,NINO3.4 NINA,-1.0
1968-02-01,1968,2,0.317655127008719,-0.9053479559693686,-1.2230030829780876,NINO3.4 NINA,-1.0
1968-03-01,1968,3,0.5388042121848649,-0.9530379530695673,-1.491842165254432,NINO3.4 NINA,-1.0
1968-04-01,1968,4,0.3927657730315586,-0.967699671186324,-1.3604654442178825,NINO3.4 NINA,-1.0
1968-05-01,1968,5,0.7254452089945922,-0.9703009437554273,-1.6957461527500195,NINO3.4 NINA,-1.0
1968-06-01,1968,6,1.3261885419036998,-0.6980344148561164,-2.0242229567598162,CEI NINA,-3.0
1968-07-01,1968,7,1.658988855037801,-0.35206516316559194,-2.0110540182033927,SOI NINA,-2.0
1968-08-01,1968,8,1.100435779603089,-0.09650983986172149,-1.1969456194648105,SOI NINA,-2.0
1968-09-01,1968,9,0.35921089840439413,0.045929539906968485,-0.31328135849742567,Neutral,0.0
1968-10-01,1968,10,0.004637117456884302,0.21122858770715833,0.20659147025027402,Neutral,0.0
1968-11-01,1968,11,-0.2346648543637072,0.2782310629718989,0.5128959173356061,Neutral,0.0
1968-12-01,1968,12,-0.040119050871059984,0.35098786846525876,0.39110691933631875,Neutral,0.0
1969-01-01,1969,1,-0.46798926600309954,0.5334710805098131,1.0014603465129126,NINO3.4 NINO,1.0
1969-02-01,1969,2,-0.5025832355608737,0.7996679734145511,1.3022512089754248,NINO3.4 NINO,1.0
1969-03-01,1969,3,-0.38653511907107624,0.9198782966836428,1.3064134157547191,NINO3.4 NINO,1.0
1969-04-01,1969,4,-0.10047939973110696,0.8839334393651442,0.9844128390962512,NINO3.4 NINO,1.0
1969-05-01,1969,5,-0.07734234498840743,0.8293067154140069,0.9066490604024143,NINO3.4 NINO,1.0
1969-06-01,1969,6,-0.15571667722493804,0.6286145953857404,0.7843312726106784,NINO3.4 NINO,1.0
1969-07-01,1969,7,-0.2426581516895828,0.3408192575133101,0.5834774092028929,Neutral,0.0
1969-08-01,1969,8,-0.15856671382793716,0.24638518061077172,0.4049518944387089,Neutral,0.0
1969-09-01,1969,9,-0.6749002928060374,0.24693696570118873,0.9218372585072261,Neutral,0.0
1969-10-01,1969,10,-0.7955421388276956,0.2916315580248465,1.0871736968525423,Neutral,0.0
1969-11-01,1969,11,-0.7545922334723575,0.3799171724913282,1.1345094059636858,Neutral,0.0
1969-12-01,1969,12,-0.22088977067166618,0.502334636122084,0.7232244067937501,NINO3.4 NINO,1.0
1970-01-01,1970,1,-0.1866655518309825,0.5240119075312617,0.7106774593622442,NINO3.4 NINO,1.0
1970-02-01,1970,2,-0.44907699684211405,0.4733265056545223,0.9224035024966364,Neutral,0.0
1970-03-01,1970,3,-0.3880715484281961,0.29320808685460203,0.6812796352827981,Neutral,0.0
1970-04-01,1970,4,-0.0978639013501069,0.18868422544160385,0.28654812679171077,Neutral,0.0
1970-05-01,1970,5,0.3692258886949369,0.04656015143886431,-0.32266573725607256,Neutral,0.0
1970-06-01,1970,6,0.7044183573888281,-0.14940238210012646,-0.8538207394889545,Neutral,0.0
1970-07-01,1970,7,0.5536583148739292,-0.4277385469940045,-0.9813968618679337,Neutral,0.0
1970-08-01,1970,8,0.6175553264935937,-0.6971673239997465,-1.3147226504933403,NINO3.4 NINA,-1.0
1970-09-01,1970,9,0.5399969202816766,-0.9591075890641352,-1.4991045093458117,NINO3.4 NINA,-1.0
1970-10-01,1970,10,1.1524701835041111,-1.1698106671613693,-2.3222808506654804,CEI NINA,-3.0
1970-11-01,1970,11,1.5654013972621446,-1.289626858223022,-2.8550282554851663,CEI NINA,-3.0
1970-12-01,1970,12,1.742145899048869,-1.3658520271418497,-3.107997926190719,CEI NINA,-3.0
1971-01-01,1971,1,1.4249119852272156,-1.4860623504109458,-2.910974335638161,CEI NINA,-3.0
1971-02-01,1971,2,1.2806252991645477,-1.6005971698929082,-2.881222469057456,CEI NINA,-3.0
1971-03-01,1971,3,1.4510907231370678,-1.6577463399716583,-3.108837063108726,CEI NINA,-3.0
1971-04-01,1971,4,2.0778118161056778,-1.6629488851098644,-3.7407607012155424,CEI NINA,-3.0
1971-05-01,1971,5,2.01504093081413,-1.5614992549149012,-3.5765401857290313,CEI NINA,-3.0
1971-06-01,1971,6,1.4590739336996248,-1.3838244558011046,-2.8428983895007294,CEI NINA,-3.0
1971-07-01,1971,7,0.828778366932361,-1.2625105623511794,-2.0912889292835404,NINO3.4 NINA,-1.0
1971-08-01,1971,8,1.027668528694072,-1.207962664841531,-2.2356311935356032,CEI NINA,-3.0
1971-09-01,1971,9,1.345700212061716,-1.1908573270386487,-2.5365575391003645,CEI NINA,-3.0
1971-10-01,1971,10,1.928556961890809,-1.2714967766807992,-3.200053738571608,CEI NINA,-3.0
1971-11-01,1971,11,1.5051035435559659,-1.2896268582230235,-2.794730401778989,CEI NINA,-3.0
1971-12-01,1971,12,1.0221467525718535,-1.3232857487383687,-2.3454325013102224,CEI NINA,-3.0
1972-01-01,1972,1,0.4750635101683818,-1.287419717861363,-1.7624832280297449,NINO3.4 NINA,-1.0
1972-02-01,1972,2,0.5339315579301812,-1.1536512466563464,-1.6875828045865275,NINO3.4 NINA,-1.0
1972-03-01,1972,3,0.6688810490524785,-0.9033772949321704,-1.572258343984649,NINO3.4 NINA,-1.0
1972-04-01,1972,4,0.4688329994531236,-0.6082510980013639,-1.0770840974544875,NINO3.4 NINA,-1.0
1972-05-01,1972,5,-0.32465633937450733,-0.20647272573738845,0.11818361363711888,Neutral,0.0
1972-06-01,1972,6,-0.867311678014692,0.15329115321352468,1.0206028312282167,Neutral,0.0
1972-07-01,1972,7,-1.5250017852651248,0.4850716454362222,2.010073430701347,SOI NINO,2.0
1972-08-01,1972,8,-1.247883590812914,0.7831932471435737,2.031076837956488,CEI NINO,3.0
1972-09-01,1972,9,-1.4718219948372273,1.0296835296763314,2.5015055245135587,CEI NINO,3.0
1972-10-01,1972,10,-1.0933566809016593,1.2848447207727614,2.3782014016744206,CEI NINO,3.0
1972-11-01,1972,11,-0.99932375517421,1.6143392461923078,2.613663001366518,NINO3.4 NINO,1.0
1972-12-01,1972,12,-0.8814110723399117,1.8904682707245262,2.771879343064438,NINO3.4 NINO,1.0
1973-01-01,1973,1,-0.6275314648144104,2.0493035503227017,2.676835015137112,NINO3.4 NINO,1.0
1973-02-01,1973,2,-0.8620332667121987,2.04591401333872,2.907947280050919,NINO3.4 NINO,1.0
1973-03-01,1973,3,-0.27005633077960384,1.7451911390622672,2.015247469841871,NINO3.4 NINO,1.0
1973-04-01,1973,4,-0.1512323086442216,1.1653438354770536,1.316576144121275,NINO3.4 NINO,1.0
1973-05-01,1973,5,0.43150678380311214,0.4603989692504961,0.028892185447383978,Neutral,0.0
1973-06-01,1973,6,0.8999404942844828,-0.20852221321607292,-1.1084627075005558,Neutral,0.0
1973-07-01,1973,7,1.1563411209498933,-0.8297533985824449,-1.986094519532338,CEI NINA,-3.0
1973-08-01,1973,8,1.4997888774647754,-1.286000841914581,-2.7857897193793564,CEI NINA,-3.0
1973-09-01,1973,9,1.3486469011329232,-1.5692242461807109,-2.917871147313634,CEI NINA,-3.0
1973-10-01,1973,10,1.4620130043981565,-1.8272231891707034,-3.28923619356886,CEI NINA,-3.0
1973-11-01,1973,11,1.9743228983942294,-2.1243988735801986,-4.098721771974428,CEI NINA,-3.0
1973-12-01,1973,12,2.110864921753165,-2.3164989114862835,-4.427363833239449,CEI NINA,-3.0
1974-01-01,1974,1,2.4272500103611288,-2.4296148550214647,-4.856864865382594,CEI NINA,-3.0
1974-02-01,1974,2,1.8883385129329129,-2.4235452190268942,-4.311883731959807,CEI NINA,-3.0
1974-03-01,1974,3,2.1149542421958243,-2.2938757227792514,-4.408829964975076,CEI NINA,-3.0
1974-04-01,1974,4,1.8027177690412106,-2.0460453907412024,-3.848763159782413,CEI NINA,-3.0
1974-05-01,1974,5,1.7856167870956439,-1.795613786134051,-3.581230573229695,CEI NINA,-3.0
1974-06-01,1974,6,1.1918470407160542,-1.5517247761703943,-2.7435718168864485,CEI NINA,-3.0
1974-07-01,1974,7,1.3129672202173823,-1.350007912402781,-2.662975132620163,CEI NINA,-3.0
1974-08-01,1974,8,1.1423830857427377,-1.1393836607470313,-2.281766746489769,CEI NINA,-3.0
1974-09-01,1974,9,1.3292852346955168,-0.9969442809783415,-2.3262295156738584,CEI NINA,-3.0
1974-10-01,1974,10,1.1603417127060325,-0.9309665494529427,-2.091308262158975,CEI NINA,-3.0
1974-11-01,1974,11,0.7510940425351106,-0.9207191120595118,-1.6718131545946224,NINO3.4 NINA,-1.0
1974-12-01,1974,12,0.28918144981414723,-0.9543780025748578,-1.243559452389005,NINO3.4 NINA,-1.0
1975-01-01,1975,1,-0.2201326424710081,-0.9445246973888689,-0.7243920549178609,NINO3.4 NINA,-1.0
1975-02-01,1975,2,0.048380133847245786,-0.9502790276174881,-0.9986591614647339,NINO3.4 NINA,-1.0
1975-03-01,1975,3,0.6147383298744102,-0.986145058494497,-1.6008833883689073,NINO3.4 NINA,-1.0
1975-04-01,1975,4,1.2653546009937136,-0.9464165319845832,-2.2117711329782965,CEI NINA,-3.0
1975-05-01,1975,5,1.3968265266387163,-0.9655713572661516,-2.362397883904868,CEI NINA,-3.0
1975-06-01,1975,6,1.6144840678325167,-1.1780874435176079,-2.7925715113501246,CEI NINA,-3.0
1975-07-01,1975,7,2.0133352526633046,-1.3216303934671267,-3.3349656461304313,CEI NINA,-3.0
1975-08-01,1975,8,2.546410202732266,-1.4302532298374933,-3.976663432569759,CEI NINA,-3.0
1975-09-01,1975,9,2.5958407390743776,-1.6259792840520206,-4.221820023126398,CEI NINA,-3.0
1975-10-01,1975,10,2.383247828170436,-1.8083048432136004,-4.191552671384036,CEI NINA,-3.0
