,Year,Day,Tahiti,Darwin,SOI
2020-12-01,2020.0,351.0,1013.3712903225808,1006.45,17.517096774193543
2021-01-01,2021.0,16.0,1013.484516129032,1005.5838709677417,16.52741935483871
2021-02-01,2021.0,45.5,1012.0332142857143,1005.0107142857142,11.607142857142856
2021-03-01,2021.0,75.0,1012.0454838709678,1008.0774193548388,0.15290322580645158
2021-04-01,2021.0,92.0,1008.6566666666668,1007.0999999999999,-6.5200000000000005
