,Auckland,Masterton,Wellington,Nelson,Hokitika,Lincoln,Dunedin
1964-09-01,-1.04,-0.7,-0.69,-0.5,-0.75,0.04,0.27
1964-10-01,-0.55,-0.49,0.4,-0.48,0.25,0.4,0.33
1964-11-01,-0.9,-0.47,0.55,-0.2,-0.44,0.23,0.11
1964-12-01,-0.28,0.72,1.04,-0.75,1.39,2.54,1.17
1965-01-01,-0.36,1.0,2.59,0.73,2.13,1.14,-0.27
1965-02-01,-2.49,-1.35,-0.19,-0.66,-2.23,0.24,-0.82
1965-03-01,-1.71,-1.38,-1.46,-0.27,-0.5,-1.66,-0.43
1965-04-01,-0.24,-0.92,-0.94,-0.66,-0.17,-0.99,-0.88
1965-05-01,-0.91,-1.0,-0.63,-0.73,-1.22,-1.51,-0.96
1965-06-01,-1.25,-0.82,-0.5,-0.59,-0.42,0.14,-0.36
1965-07-01,-1.82,-1.22,-1.54,-1.25,-1.15,-1.41,-0.97
1965-08-01,-1.64,-1.01,-1.46,-0.7,-0.2,-1.67,-0.95
1965-09-01,-0.44,-0.1,-0.09,-0.2,-0.55,0.64,0.37
1965-10-01,-1.15,-0.89,-0.9,-1.08,-1.15,-0.7,-0.27
1965-11-01,-1.0,-0.47,-0.95,-1.4,-0.54,0.03,-0.49
1965-12-01,-0.88,0.32,-0.36,-0.75,-0.21,1.34,0.57
1966-01-01,-1.26,-0.7,-1.61,-1.47,-1.47,-0.36,-1.17
1966-02-01,0.21,1.95,0.51,0.54,1.37,1.44,2.28
1966-03-01,0.49,0.82,0.84,0.73,1.5,-0.26,0.67
1966-04-01,-0.04,0.48,0.26,0.14,0.13,0.21,0.92
1966-05-01,-1.51,-2.4,-1.93,-1.13,0.28,-2.71,-1.16
1966-06-01,-0.85,-0.52,-0.7,-0.99,0.18,0.44,0.64
1966-07-01,-1.12,-1.02,-0.84,-0.95,-0.55,-1.01,-0.67
1966-08-01,-1.24,-1.91,-1.96,-1.3,0.3,-1.67,-0.15
1966-09-01,-1.04,-1.2,-0.59,-1.4,0.65,-1.16,0.17
1966-10-01,0.15,0.01,0.0,-0.18,1.25,-0.1,1.13
1966-11-01,-0.9,-1.17,-1.05,-0.9,0.36,-0.07,0.71
1966-12-01,-1.38,-1.28,-1.36,-0.65,-0.31,-0.16,-0.23
1967-01-01,-1.96,-2.7,-1.71,-0.67,0.13,-0.76,0.53
1967-02-01,-1.49,-0.65,-0.79,-0.36,-1.43,1.64,0.88
1967-03-01,-0.31,-0.18,0.04,-0.17,0.4,0.24,1.07
1967-04-01,0.26,-0.02,-0.34,0.24,-0.07,0.91,0.82
1967-05-01,-0.21,0.3,-0.53,-0.43,-0.72,0.09,-0.26
1967-06-01,-1.35,-0.22,-1.1,-0.39,-0.02,-0.46,0.34
1967-07-01,-0.32,-0.52,-0.84,-0.95,0.45,0.19,0.03
1967-08-01,0.86,0.79,0.54,0.5,1.4,1.13,0.85
1967-09-01,-0.24,-1.6,-1.29,-0.9,0.75,-1.96,-1.63
1967-10-01,1.85,1.61,1.1,0.42,0.65,0.4,1.13
1967-11-01,-0.2,-0.27,0.15,-0.1,-1.63,-0.27,-0.69
1967-12-01,-0.38,-0.58,0.74,-0.15,0.2,-0.16,-0.23
1968-01-01,-0.96,-1.4,-0.51,0.03,-1.26,-0.66,-0.57
1968-02-01,-0.99,-0.05,-0.49,0.84,-2.02,1.14,1.88
1968-03-01,1.79,3.82,2.44,2.03,1.71,1.34,1.07
1968-04-01,-1.24,-0.62,-0.64,-0.16,0.04,-2.29,-1.18
1968-05-01,-0.11,0.3,-0.33,-1.03,0.19,0.59,0.54
1968-06-01,-0.45,-0.72,-0.2,-0.79,-0.21,-1.46,-0.36
1968-07-01,-0.92,-1.32,-0.94,-0.55,-1.04,-1.61,-1.17
1968-08-01,-0.54,-0.01,-0.26,-0.5,-0.09,0.43,1.35
1968-09-01,-1.04,-1.6,-1.09,-0.8,-1.14,-0.96,-0.33
1968-10-01,-1.25,-1.49,-0.6,-0.98,-1.84,-0.3,-0.07
1968-11-01,-1.6,0.03,0.25,-1.2,-1.43,1.83,0.41
1968-12-01,-1.58,-2.28,-0.76,-1.25,0.5,-2.06,-1.23
1969-01-01,-1.46,-0.2,-0.31,-1.57,-0.66,-0.46,-0.37
1969-02-01,-2.09,-2.75,-1.89,-1.56,-0.32,-0.76,-1.02
1969-03-01,-1.11,1.92,0.74,0.13,-1.29,1.24,1.07
1969-04-01,-1.34,-1.12,-0.64,-1.56,-1.26,-0.39,-1.38
1969-05-01,-0.91,-1.1,-1.43,-0.93,-0.51,-1.21,-0.66
1969-06-01,-1.55,-1.32,-1.3,-1.39,-1.61,-1.26,-1.06
1969-07-01,-1.62,-0.92,-1.24,-1.35,-0.84,-1.01,0.23
1969-08-01,-0.64,0.29,-0.66,-0.4,-0.19,0.03,0.35
1969-09-01,0.06,1.5,1.51,-0.2,0.06,1.44,0.47
1969-10-01,-1.25,-1.09,-0.3,-0.78,-0.74,-0.7,-0.07
1969-11-01,1.0,1.53,1.25,0.1,1.67,1.43,1.71
1969-12-01,1.12,1.92,2.24,0.65,1.6,2.14,1.37
1970-01-01,1.34,1.7,1.59,0.93,1.44,0.34,0.73
1970-02-01,0.51,-0.75,-0.29,0.34,0.48,-0.06,0.28
1970-03-01,0.69,1.22,0.64,0.03,1.41,-1.46,0.07
1970-04-01,0.36,1.08,1.07,0.64,0.24,1.41,0.92
1970-05-01,-0.51,-1.8,-1.43,-1.23,0.49,-2.41,-1.56
1970-06-01,0.15,-0.32,0.2,-0.39,0.59,0.14,1.04
1970-07-01,0.58,1.38,0.86,0.15,-0.14,1.09,1.23
1970-08-01,0.06,-0.21,-0.26,-0.3,0.81,0.83,1.15
1970-09-01,0.06,-0.2,0.01,-0.1,-0.44,0.14,-0.43
1970-10-01,0.25,0.51,1.0,0.22,-0.54,0.6,0.23
1970-11-01,1.1,0.73,0.95,0.7,0.87,0.83,0.61
1970-12-01,1.32,1.02,1.64,1.25,0.3,1.24,1.57
1971-01-01,0.94,-1.3,0.19,-0.07,2.04,-0.26,1.03
1971-02-01,0.51,0.75,2.11,0.64,2.58,2.24,2.38
1971-03-01,0.19,0.72,1.34,0.63,1.81,1.34,1.57
1971-04-01,0.26,0.38,1.36,0.24,2.04,0.41,1.42
1971-05-01,0.89,0.1,0.47,0.47,1.79,0.69,0.64
1971-06-01,1.55,1.68,2.0,1.51,0.99,-0.26,0.54
1971-07-01,-0.22,-0.82,-0.04,0.15,1.06,-0.81,-0.27
1971-08-01,0.96,0.79,1.04,0.1,0.81,-0.27,0.15
1971-09-01,0.06,-0.2,0.21,0.2,-0.14,0.64,0.17
1971-10-01,-0.15,-0.49,0.3,-0.18,-0.04,0.5,0.23
1971-11-01,0.6,0.03,0.55,-0.4,1.47,-0.17,0.71
1971-12-01,0.22,0.52,0.64,-0.05,1.6,1.34,1.87
1972-01-01,-1.56,-1.5,-0.51,-0.27,0.04,-0.66,-0.17
1972-02-01,-0.99,-1.75,-1.59,-1.26,0.18,-1.66,0.38
1972-03-01,0.29,0.92,0.94,-0.07,0.51,1.74,1.77
1972-04-01,-0.34,0.48,0.66,0.34,0.24,0.71,0.02
1972-05-01,-0.41,-0.3,-0.53,-1.03,-1.01,0.19,-0.06
1972-06-01,-1.65,-2.22,-1.6,-1.49,-1.01,-1.56,-1.46
1972-07-01,0.08,-0.02,-0.14,-0.35,0.06,-0.41,-0.27
1972-08-01,-0.74,-1.31,-1.26,-1.7,-0.59,-1.67,-1.45
1972-09-01,0.16,0.5,0.51,1.5,-0.24,1.84,1.97
1972-10-01,0.15,1.21,0.5,0.82,-0.74,0.9,0.83
1972-11-01,1.2,1.53,0.95,0.5,0.47,2.23,1.01
1972-12-01,-1.48,-1.58,-1.76,-1.25,-0.9,-1.56,-0.93
1973-01-01,-0.56,1.7,-0.31,0.13,-1.26,0.14,0.33
1973-02-01,-0.09,2.15,0.51,1.34,-0.92,2.24,2.48
1973-03-01,0.19,0.32,-0.06,-0.27,0.01,0.34,0.47
1973-04-01,-0.64,-0.02,-0.14,0.54,-0.46,1.21,0.12
1973-05-01,0.09,0.4,-0.13,-0.73,-1.11,0.19,-0.86
1973-06-01,0.25,0.58,0.1,-0.19,-0.01,0.74,0.64
1973-07-01,-0.52,-0.92,-0.94,-0.15,0.96,-1.61,-0.87
1973-08-01,-0.24,-0.21,-0.46,-0.5,-0.49,-1.37,-0.45
1973-09-01,0.06,0.6,0.31,0.2,0.26,0.74,0.87
