,Auckland,Masterton,Wellington,Nelson,Hokitika,Lincoln,Dunedin
1909-01-01,,,-2.3433333333333337,-1.9396666666666658,,-2.6546666666666656,-2.0770000000000017
1909-02-01,,,-1.6899999999999995,-0.22966666666666669,,-1.0313333333333343,0.8729999999999976
1909-03-01,,,-0.4399999999999977,-0.06966666666666654,,0.2753333333333323,0.3696666666666655
1909-04-01,,,-0.6999999999999957,-1.6963333333333352,,-0.7780000000000005,-1.1436666666666682
1909-05-01,,,-0.009999999999996234,-0.2929999999999975,,0.5886666666666649,0.5663333333333327
1909-06-01,,,0.8633333333333333,0.10399999999999743,,0.512666666666667,0.20299999999999763
1909-07-01,,,-0.0066666666666659324,-0.34266666666666623,,-0.29066666666666663,-0.5603333333333342
1909-08-01,,,0.23999999999999844,-0.4560000000000013,,0.3726666666666665,0.17966666666666775
1909-09-01,,,-0.7446666666666655,-0.022666666666667723,,-0.8673333333333328,-0.45266666666666566
1909-10-01,,,-0.0713333333333317,-0.539333333333337,,-0.15399999999999991,-0.03266666666666751
1909-11-01,,,0.1620000000000008,0.2706666666666653,,-0.1806666666666672,0.397333333333334
1909-12-01,,,0.9520000000000017,0.8829999999999991,,1.2460000000000058,2.0373333333333346
1910-01-01,-0.07600000000000406,,-0.44333333333333513,0.8603333333333332,,-0.6546666666666638,-0.277000000000001
1910-02-01,0.6106666666666705,,0.21000000000000085,0.37033333333333474,,0.7686666666666646,0.07299999999999862
1910-03-01,0.22733333333333405,,0.26000000000000156,-0.06966666666666654,,-0.42466666666666697,0.3696666666666655
1910-04-01,-1.609333333333332,,-0.9999999999999964,-1.1963333333333352,,-1.1780000000000008,-1.5436666666666685
1910-05-01,-0.38266666666666715,,-0.009999999999996234,-0.2929999999999975,,0.7886666666666642,1.0663333333333327
1910-06-01,0.1540000000000017,,-0.336666666666666,-0.4960000000000022,,0.012666666666667048,0.8029999999999982
1910-07-01,-0.3359999999999985,,-1.206666666666666,-0.8426666666666662,,-1.190666666666667,-1.6603333333333339
1910-08-01,-0.7223333333333297,,-0.3600000000000012,-0.7560000000000002,,-0.12733333333333352,-0.020333333333331538
1910-09-01,-1.1723333333333361,,-0.3446666666666651,-1.2226666666666688,,0.33266666666666644,-0.052666666666667084
1910-10-01,-0.5689999999999955,,0.4286666666666683,-0.33933333333333593,,1.5460000000000012,0.8673333333333311
1910-11-01,-0.21233333333333348,,0.7620000000000005,0.570666666666666,,1.4193333333333324,1.2973333333333343
1910-12-01,-1.4756666666666653,,-0.24799999999999933,-0.5169999999999995,,-0.253999999999996,0.9373333333333331
1911-01-01,-1.3760000000000048,,-0.9433333333333334,-0.8396666666666661,,-1.4546666666666646,-0.9770000000000021
1911-02-01,-1.9893333333333274,,-2.1899999999999995,-1.2296666666666667,,-1.9313333333333347,-0.32700000000000173
1911-03-01,-0.17266666666666808,,0.5600000000000023,0.9303333333333335,,0.8753333333333337,1.7696666666666658
1911-04-01,1.6906666666666688,,1.900000000000004,2.1036666666666637,,1.4219999999999988,0.6563333333333325
1911-05-01,-0.28266666666666573,,-0.2099999999999973,-0.3929999999999989,,-0.7113333333333358,-0.13366666666666838
1911-06-01,-0.645999999999999,,-0.03666666666666529,0.003999999999997783,,0.11266666666666758,-0.5970000000000022
1911-07-01,-0.8359999999999985,,-0.5066666666666659,-0.44266666666666676,,-1.4906666666666668,-0.8603333333333341
1911-08-01,-0.922333333333329,,-0.5600000000000023,-0.4560000000000013,,0.1726666666666663,0.2796666666666683
1911-09-01,-1.3723333333333372,,-0.7446666666666655,-0.32266666666666843,,-0.5673333333333339,-1.2526666666666664
1911-10-01,-1.6689999999999952,,-0.5713333333333317,-1.2393333333333363,,-0.9539999999999988,-0.23266666666666858
1911-11-01,-2.112333333333332,,-0.8379999999999992,-1.629333333333335,,-1.1806666666666672,-1.602666666666666
1911-12-01,-3.575666666666665,,-2.0479999999999983,-2.617000000000001,,-2.3539999999999957,-2.762666666666666
1912-01-01,-2.776000000000007,,-1.9433333333333334,-1.6396666666666668,,-2.354666666666665,-1.8770000000000007
1912-02-01,-2.6893333333333302,-2.9906666666666677,-2.59,-2.8296666666666663,,-3.331333333333335,-2.8270000000000017
1912-03-01,-2.6726666666666663,-2.4939999999999998,-1.9399999999999977,-2.269666666666666,,-2.7246666666666677,-2.9303333333333335
1912-04-01,-1.109333333333332,-0.28066666666666507,-0.49999999999999645,-1.0963333333333356,,-0.27800000000000047,-1.5436666666666685
1912-05-01,-1.9826666666666668,-2.4106666666666676,-1.7099999999999973,-1.7929999999999975,,-2.0113333333333347,-1.3336666666666677
1912-06-01,-1.145999999999999,-0.9539999999999997,-1.1366666666666667,-1.1960000000000024,,-1.0873333333333326,-0.9970000000000026
1912-07-01,-1.3359999999999985,-0.4839999999999991,-0.9666666666666659,-0.04266666666666641,,-0.7906666666666666,-0.7603333333333335
1912-08-01,-2.1223333333333283,-1.8440000000000012,-1.4200000000000017,-1.8560000000000008,,-0.7273333333333332,-0.22033333333333172
1912-09-01,-0.8723333333333354,0.3226666666666649,0.19533333333333402,-0.5226666666666677,0.4066666666666663,-0.36733333333333285,0.14733333333333398
1912-10-01,-1.7689999999999948,-0.35399999999999565,-0.4313333333333311,-0.539333333333337,-0.33333333333333215,-0.15399999999999991,1.2673333333333314
1912-11-01,-2.4123333333333328,-1.6980000000000004,-1.097999999999999,-0.5293333333333337,-0.6266666666666652,-1.0806666666666676,-0.602666666666666
