,Auckland,Masterton,Wellington,Nelson,Hokitika,Lincoln,Dunedin
1909-01-01,,,-2.0883333333333347,-1.5293333333333337,,-2.518666666666668,-1.7986666666666729
1909-02-01,,,-1.5749999999999922,0.780666666666658,,-1.3219999999999956,1.7480000000000047
1909-03-01,,,-0.6383333333333354,-0.42600000000000193,,0.08466666666666711,0.5446666666666644
1909-04-01,,,-0.5083333333333329,-1.1226666666666674,,-0.7519999999999989,-0.911999999999999
1909-05-01,,,0.591666666666665,-0.886000000000001,,0.33466666666666356,0.3080000000000016
1909-06-01,,,1.2216666666666676,-0.8453333333333326,,0.5843333333333316,-0.49199999999999733
1909-07-01,,,-0.21533333333333715,-2.005333333333331,,-1.0690000000000026,-1.7019999999999982
1909-08-01,,,0.5616666666666639,-0.9553333333333374,,0.17433333333333323,-0.5820000000000025
1909-09-01,,,-0.4673333333333325,-0.5620000000000047,,-1.5156666666666645,-0.8626666666666694
1909-10-01,,,0.12266666666666559,-0.14200000000000657,,-0.0556666666666672,0.0039999999999995595
1909-11-01,,,0.4693333333333243,1.444666666666663,,-0.2289999999999992,0.4839999999999982
1909-12-01,,,1.5593333333333277,1.8876666666666608,,2.0843333333333334,3.2373333333333356
1910-01-01,0.15466666666666384,,-0.3883333333333354,0.8706666666666685,,-1.4186666666666703,-0.19866666666667143
1910-02-01,0.718,,0.5250000000000057,0.5806666666666551,,1.578000000000003,0.44800000000000395
1910-03-01,0.2013333333333378,,0.461666666666666,-0.22600000000000264,,-1.0153333333333308,1.7446666666666637
1910-04-01,-1.4253333333333345,,-0.7183333333333319,-0.522666666666666,,-0.6519999999999975,-0.11199999999999832
1910-05-01,-0.2953333333333319,,0.3916666666666657,-1.2859999999999996,,0.7346666666666639,1.008000000000001
1910-06-01,-0.3420000000000005,,-0.07833333333333314,-1.5453333333333337,,-0.4156666666666684,0.8080000000000034
1910-07-01,-0.30533333333333523,,-0.8153333333333368,-2.3053333333333317,,-1.8690000000000015,-2.8019999999999987
1910-08-01,-0.13299999999999734,,-0.23833333333333684,-1.055333333333337,,0.5743333333333336,0.7179999999999982
1910-09-01,-0.6330000000000009,,0.3326666666666682,-0.4620000000000051,,1.4843333333333337,0.7373333333333303
1910-10-01,-0.04299999999999926,,0.12266666666666559,-0.8420000000000059,,2.944333333333333,1.604000000000001
1910-11-01,0.2070000000000043,,1.269333333333325,1.1446666666666623,,2.471,2.983999999999998
1910-12-01,-0.7729999999999997,,0.1593333333333291,0.2876666666666594,,-0.515666666666668,1.837333333333337
1911-01-01,-0.445333333333334,,-0.4883333333333333,0.07066666666666777,,-1.0186666666666682,0.10133333333332928
1911-02-01,-1.0820000000000007,,-1.4749999999999943,-1.0193333333333428,,-2.6219999999999963,0.44800000000000395
1911-03-01,-0.19866666666666077,,0.3616666666666646,0.47399999999999665,,1.28466666666667,2.844666666666665
1911-04-01,1.5746666666666655,,1.7816666666666698,1.2773333333333348,,0.8480000000000025,0.4880000000000013
1911-05-01,0.2046666666666681,,0.591666666666665,-0.9860000000000007,,-0.16533333333333644,0.3080000000000016
1911-06-01,-0.3420000000000005,,0.12166666666666615,-1.1453333333333333,,-0.8156666666666688,-1.591999999999997
1911-07-01,-0.30533333333333523,,0.08466666666666356,-1.9053333333333313,,-1.769000000000002,-1.2019999999999982
1911-08-01,-0.232999999999997,,-0.1383333333333372,-1.055333333333337,,0.3743333333333325,0.4179999999999975
1911-09-01,-0.6330000000000009,,-0.2673333333333314,-0.9620000000000033,,-0.5156666666666645,-0.6626666666666701
1911-10-01,-0.9430000000000014,,-0.0773333333333337,-1.2420000000000062,,-0.15566666666666862,0.4039999999999999
1911-11-01,-1.492999999999995,,-0.6306666666666754,-0.6553333333333384,,-0.3289999999999971,-1.0160000000000018
1911-12-01,-2.972999999999999,,-1.5406666666666702,-2.112333333333339,,-2.3156666666666688,-2.162666666666663
1912-01-01,-2.5453333333333354,,-1.6883333333333361,-1.0293333333333337,,-3.018666666666668,-1.1986666666666714
1912-02-01,-2.1819999999999986,-2.5813333333333333,-2.374999999999993,-2.5193333333333428,,-2.921999999999997,-2.151999999999994
1912-03-01,-2.6986666666666608,-3.411333333333335,-1.8383333333333347,-2.326000000000004,,-2.71533333333333,-2.4553333333333356
1912-04-01,-1.4253333333333345,-0.347999999999999,-0.00833333333333286,-1.7226666666666652,,0.04800000000000182,-1.5119999999999987
1912-05-01,-1.4953333333333312,-2.427999999999999,-1.3083333333333353,-2.7859999999999996,,-2.8653333333333357,-1.491999999999999
1912-06-01,-1.1420000000000012,-1.6513333333333335,-0.4783333333333335,-1.8453333333333326,,-1.7156666666666691,-1.4919999999999973
1912-07-01,-1.3053333333333352,-2.2479999999999993,-1.475333333333337,-1.4053333333333313,,-2.5690000000000026,-1.6019999999999985
1912-08-01,-1.4329999999999963,-1.341333333333333,-0.6983333333333359,-2.2553333333333363,,-0.6256666666666675,0.11799999999999677
1912-09-01,-0.6330000000000009,-0.9346666666666668,-0.3273333333333319,-1.3620000000000037,0.3566666666666656,-1.1156666666666641,-0.36266666666666936
1912-10-01,-1.1430000000000007,0.17866666666666475,-0.6373333333333342,0.057999999999992724,-0.34333333333333016,-0.25566666666667004,2.104000000000001
1912-11-01,-1.8929999999999971,-2.6993333333333354,-1.5906666666666744,-0.15533333333333843,-1.2266666666666701,-1.328999999999997,1.1839999999999975
1912-12-01,-1.0730000000000004,0.6873333333333314,0.09933333333333039,1.1876666666666615,-0.3966666666666647,0.6843333333333312,1.837333333333337
