,year,month,day,RMM1,RMM2,phase,lon,amplitude,amplitude**2
1981-12-11,1981,12,11,0.4445,1.8941,6,211.8,1.9455,3.785
1981-12-12,1981,12,12,-0.153,1.9703,7,229.4,1.9762,3.9055
1981-12-13,1981,12,13,-0.2514,1.9933,7,232.2,2.0091,4.0364
1981-12-14,1981,12,14,-0.2955,1.967,7,233.5,1.9891,3.9563
1981-12-15,1981,12,15,-0.3846,1.9357,7,236.2,1.9736,3.8949
1981-12-16,1981,12,16,-0.6406,1.8277,7,244.3,1.9367,3.751
1981-12-17,1981,12,17,-0.753,1.6876,7,249.0,1.8479,3.4149
1981-12-18,1981,12,18,-0.8097,1.6275,7,251.5,1.8178,3.3044
1981-12-19,1981,12,19,-0.6972,1.4111,7,251.3,1.574,2.4773
1981-12-20,1981,12,20,-0.5889,1.3099,7,249.2,1.4362,2.0628
1981-12-21,1981,12,21,-0.6165,1.3635,7,249.3,1.4964,2.2393
1981-12-22,1981,12,22,-0.7987,1.2582,7,257.4,1.4903,2.2211
1981-12-23,1981,12,23,-0.8735,1.3307,7,258.3,1.5917,2.5337
1981-12-24,1981,12,24,-0.8306,1.4802,7,254.3,1.6973,2.8808
1981-12-25,1981,12,25,-1.0217,1.3501,7,262.1,1.6931,2.8666
1981-12-26,1981,12,26,-1.3423,1.2585,8,271.8,1.84,3.3856
1981-12-27,1981,12,27,-1.523,1.1784,8,277.3,1.9257,3.7082
1981-12-28,1981,12,28,-1.5899,0.7611,8,289.4,1.7627,3.107
1981-12-29,1981,12,29,-1.7746,0.3161,8,304.9,1.8025,3.249
1981-12-30,1981,12,30,-1.8543,0.1767,8,309.6,1.8627,3.4698
1981-12-31,1981,12,31,-1.9998,-0.1878,1,320.4,2.0086,4.0346
1982-01-01,1982,1,1,-1.9228,-0.6128,1,332.7,2.0181,4.0727
1982-01-02,1982,1,2,-1.8589,-0.8588,1,339.8,2.0477,4.193
1982-01-03,1982,1,3,-1.5189,-1.0756,1,350.3,1.8612,3.4641
1982-01-04,1982,1,4,-1.3874,-0.9005,1,348.0,1.654,2.7358
1982-01-05,1982,1,5,-1.0032,-0.88,1,356.3,1.3345,1.7808
1982-01-06,1982,1,6,-0.5586,-0.885,2,12.7,1.0465,1.0953
1982-01-07,1982,1,7,-0.3787,-0.6804,2,15.9,0.7787,0.6064
1982-01-08,1982,1,8,-0.1185,-0.5512,2,32.9,0.5638,0.3179
1982-01-09,1982,1,9,0.3352,-0.4868,3,79.5,0.5911,0.3494
1982-01-10,1982,1,10,0.5591,-0.4176,4,98.2,0.6978,0.487
1982-01-11,1982,1,11,0.5005,-0.3784,4,97.9,0.6274,0.3937
1982-01-12,1982,1,12,0.6488,-0.4144,4,102.4,0.7699,0.5927
1982-01-13,1982,1,13,0.6244,-0.5597,4,93.1,0.8385,0.7031
1982-01-14,1982,1,14,0.617,-0.4102,4,101.4,0.7409,0.549
1982-01-15,1982,1,15,0.7749,-0.0485,4,131.4,0.7764,0.6029
1982-01-16,1982,1,16,0.8512,0.0461,5,138.1,0.8525,0.7267
1982-01-17,1982,1,17,0.6323,0.2378,5,155.6,0.6756,0.4564
1982-01-18,1982,1,18,0.2664,0.4498,6,194.4,0.5228,0.2733
1982-01-19,1982,1,19,0.0922,0.6178,6,216.5,0.6246,0.3902
1982-01-20,1982,1,20,0.0895,0.5151,6,215.1,0.5228,0.2734
1982-01-21,1982,1,21,-0.1043,0.6812,7,233.7,0.6891,0.4749
1982-01-22,1982,1,22,-0.3656,0.5025,7,261.0,0.6215,0.3862
1982-01-23,1982,1,23,-0.5614,0.2557,8,290.5,0.6169,0.3805
1982-01-24,1982,1,24,-0.7623,0.271,8,295.4,0.8091,0.6546
1982-01-25,1982,1,25,-0.9095,0.1038,8,308.5,0.9154,0.8379
1982-01-26,1982,1,26,-0.617,0.0791,8,307.7,0.6221,0.387
1982-01-27,1982,1,27,-0.2081,0.1425,8,280.6,0.2522,0.0636
1982-01-28,1982,1,28,0.2446,0.081,5,153.3,0.2576,0.0664
1982-01-29,1982,1,29,0.4521,0.1726,5,155.9,0.484,0.2342
1982-01-30,1982,1,30,0.7588,0.4084,5,163.3,0.8617,0.7425
1982-01-31,1982,1,31,0.9448,0.579,5,166.5,1.1081,1.2279
1982-02-01,1982,2,1,0.7415,0.926,6,186.3,1.1863,1.4073
1982-02-02,1982,2,2,0.7756,0.949,6,185.7,1.2256,1.5021
1982-02-03,1982,2,3,0.5746,1.1234,6,197.9,1.2618,1.5921
1982-02-04,1982,2,4,0.0241,1.464,6,224.1,1.4642,2.144
1982-02-05,1982,2,5,-0.3136,1.6231,7,235.9,1.6531,2.7328
1982-02-06,1982,2,6,-0.5314,1.2681,7,247.7,1.3749,1.8904
1982-02-07,1982,2,7,-0.5712,1.0309,7,254.0,1.1786,1.3891
1982-02-08,1982,2,8,-0.5624,0.8387,7,258.8,1.0098,1.0197
1982-02-09,1982,2,9,-0.5522,0.3857,8,280.1,0.6736,0.4537
1982-02-10,1982,2,10,-0.1829,0.0962,8,287.3,0.2067,0.0427
1982-02-11,1982,2,11,0.1739,-0.115,4,101.5,0.2085,0.0435
1982-02-12,1982,2,12,0.1628,-0.1438,4,93.5,0.2172,0.0472
1982-02-13,1982,2,13,0.1646,-0.0459,4,119.4,0.1708,0.0292
1982-02-14,1982,2,14,0.1417,-0.117,4,95.5,0.1838,0.0338
1982-02-15,1982,2,15,0.0566,-0.2829,3,56.3,0.2885,0.0832
1982-02-16,1982,2,16,-0.1453,-0.175,2,5.3,0.2275,0.0517
1982-02-17,1982,2,17,-0.5169,0.1419,8,299.6,0.536,0.2873
1982-02-18,1982,2,18,-0.7239,0.4511,8,283.1,0.8529,0.7275
1982-02-19,1982,2,19,-1.0531,0.64,8,283.7,1.2324,1.5188
1982-02-20,1982,2,20,-1.0692,0.5148,8,289.3,1.1867,1.4082
1982-02-21,1982,2,21,-0.836,0.5974,8,279.5,1.0275,1.0558
1982-02-22,1982,2,22,-0.6661,0.6623,8,270.2,0.9393,0.8822
1982-02-23,1982,2,23,-0.7357,0.5941,8,276.1,0.9456,0.8942
1982-02-24,1982,2,24,-0.7841,0.515,8,281.7,0.9381,0.8801
1982-02-25,1982,2,25,-0.7845,0.3291,8,292.2,0.8508,0.7238
1982-02-26,1982,2,26,-0.8605,0.0667,8,310.6,0.8631,0.745
1982-02-27,1982,2,27,-0.8202,-0.3214,1,336.4,0.8809,0.776
1982-02-28,1982,2,28,-0.6861,-0.665,1,359.1,0.9554,0.9129
1982-03-01,1982,3,1,-0.4159,-0.7717,2,16.7,0.8767,0.7685
1982-03-02,1982,3,2,-0.0518,-0.8164,2,41.4,0.818,0.6692
1982-03-03,1982,3,3,0.2908,-0.448,3,78.0,0.5341,0.2852
1982-03-04,1982,3,4,0.2147,-0.3563,3,76.1,0.4159,0.173
1982-03-05,1982,3,5,0.1486,-0.3973,3,65.5,0.4242,0.1799
1982-03-06,1982,3,6,0.2471,-0.3701,3,78.7,0.445,0.1981
1982-03-07,1982,3,7,0.233,-0.4858,3,70.6,0.5388,0.2903
1982-03-08,1982,3,8,0.4316,-0.5541,3,82.9,0.7023,0.4933
1982-03-09,1982,3,9,0.3455,-0.3493,3,89.7,0.4913,0.2414
1982-03-10,1982,3,10,0.3091,-0.4659,3,78.6,0.5591,0.3126
1982-03-11,1982,3,11,-0.0171,-0.4895,2,43.0,0.4898,0.2399
1982-03-12,1982,3,12,-0.277,-0.3011,2,2.4,0.4091,0.1674
1982-03-13,1982,3,13,-0.4135,-0.3894,1,358.3,0.5679,0.3225
1982-03-14,1982,3,14,-0.5714,-0.5614,1,359.5,0.801,0.6416
1982-03-15,1982,3,15,-0.4344,-0.5582,2,7.1,0.7074,0.5004
1982-03-16,1982,3,16,-0.0317,-0.7787,2,42.7,0.7793,0.6073
1982-03-17,1982,3,17,0.3264,-0.9122,3,64.7,0.9688,0.9386
1982-03-18,1982,3,18,0.3688,-0.8323,3,68.9,0.9104,0.8287
1982-03-19,1982,3,19,0.5984,-0.5277,4,93.6,0.7978,0.6365
1982-03-20,1982,3,20,0.5775,-0.2894,4,108.4,0.646,0.4173
1982-03-21,1982,3,21,0.7195,-0.0299,4,132.6,0.7201,0.5185
1982-03-22,1982,3,22,0.7297,0.0694,5,140.4,0.733,0.5372
1982-03-23,1982,3,23,0.7347,0.2695,5,155.1,0.7826,0.6124
1982-03-24,1982,3,24,0.69,0.2233,5,152.9,0.7252,0.5259
1982-03-25,1982,3,25,0.6893,0.342,5,161.4,0.7695,0.5922
1982-03-26,1982,3,26,0.5971,0.5335,5,176.8,0.8007,0.6411
1982-03-27,1982,3,27,0.6996,0.9802,6,189.5,1.2043,1.4502
1982-03-28,1982,3,28,0.7102,0.9112,6,187.1,1.1553,1.3347
1982-03-29,1982,3,29,0.685,0.9621,6,189.5,1.181,1.3948
1982-03-30,1982,3,30,0.532,1.3053,6,202.8,1.4095,1.9868
1982-03-31,1982,3,31,0.3566,1.4165,6,210.9,1.4607,2.1336
1982-04-01,1982,4,1,0.1822,1.481,6,218.0,1.4922,2.2266
1982-04-02,1982,4,2,-0.1437,1.2911,7,231.4,1.299,1.6875
1982-04-03,1982,4,3,-0.2139,1.0546,7,236.5,1.0761,1.158
1982-04-04,1982,4,4,-0.2373,1.0361,7,237.9,1.0629,1.1299
1982-04-05,1982,4,5,-0.5284,1.0858,7,250.9,1.2075,1.4581
1982-04-06,1982,4,6,-0.8735,1.1879,7,261.3,1.4745,2.1741
1982-04-07,1982,4,7,-1.1229,1.5033,7,261.8,1.8764,3.5209
1982-04-08,1982,4,8,-1.3752,1.4249,7,269.0,1.9803,3.9216
1982-04-09,1982,4,9,-1.8181,1.0912,8,284.0,2.1204,4.4961
1982-04-10,1982,4,10,-1.9074,0.5468,8,299.0,1.9843,3.9373
1982-04-11,1982,4,11,-1.7867,0.027,8,314.1,1.7869,3.1931
1982-04-12,1982,4,12,-1.4646,-0.0967,1,318.8,1.4678,2.1543
1982-04-13,1982,4,13,-1.2822,-0.2482,1,326.0,1.306,1.7055
1982-04-14,1982,4,14,-1.0329,-0.2547,1,328.9,1.0639,1.1318
1982-04-15,1982,4,15,-0.6503,-0.2947,1,339.4,0.714,0.5097
1982-04-16,1982,4,16,-0.5001,-0.4898,1,359.4,0.7,0.49
1982-04-17,1982,4,17,-0.3642,-0.5187,2,9.9,0.6338,0.4017
1982-04-18,1982,4,18,-0.2185,-0.6646,2,26.8,0.6996,0.4895
1982-04-19,1982,4,19,-0.0559,-0.6749,2,40.3,0.6772,0.4586
1982-04-20,1982,4,20,-0.0921,-0.9623,2,39.5,0.9667,0.9345
1982-04-21,1982,4,21,0.0709,-1.0488,3,48.9,1.0512,1.1051
1982-04-22,1982,4,22,0.2103,-1.1224,3,55.6,1.1419,1.3039
1982-04-23,1982,4,23,0.2823,-0.8557,3,63.3,0.901,0.8119
1982-04-24,1982,4,24,0.2505,-0.8125,3,62.1,0.8502,0.7229
1982-04-25,1982,4,25,0.0957,-0.7319,3,52.4,0.7382,0.5449
1982-04-26,1982,4,26,0.121,-0.5487,3,57.4,0.5619,0.3157
1982-04-27,1982,4,27,0.0092,-0.3025,3,46.7,0.3027,0.0916
1982-04-28,1982,4,28,-0.0562,-0.3683,2,36.3,0.3726,0.1388
1982-04-29,1982,4,29,-0.1702,-0.441,2,23.9,0.4727,0.2234
1982-04-30,1982,4,30,-0.145,-0.2444,2,14.3,0.2842,0.0808
1982-05-01,1982,5,1,0.3325,0.0231,5,139.0,0.3333,0.1111
1982-05-02,1982,5,2,0.4112,0.3702,5,177.0,0.5533,0.3062
1982-05-03,1982,5,3,0.3208,0.6709,6,199.4,0.7436,0.553
1982-05-04,1982,5,4,0.3389,0.6595,6,197.8,0.7414,0.5497
1982-05-05,1982,5,5,0.2375,0.5086,6,200.0,0.5613,0.3151
1982-05-06,1982,5,6,0.0058,0.4395,6,224.2,0.4395,0.1932
1982-05-07,1982,5,7,-0.2162,0.3263,7,258.5,0.3914,0.1532
1982-05-08,1982,5,8,-0.5942,0.393,8,281.5,0.7124,0.5076
1982-05-09,1982,5,9,-0.7188,0.5347,8,278.4,0.8959,0.8026
1982-05-10,1982,5,10,-0.8105,0.7061,8,273.9,1.075,1.1556
1982-05-11,1982,5,11,-0.8705,0.7362,8,274.8,1.14,1.2997
1982-05-12,1982,5,12,-0.7816,0.5831,8,278.3,0.9751,0.9509
1982-05-13,1982,5,13,-0.718,0.4634,8,282.2,0.8545,0.7302
1982-05-14,1982,5,14,-0.7938,0.1236,8,306.1,0.8033,0.6454
1982-05-15,1982,5,15,-1.1228,-0.0013,1,315.1,1.1228,1.2607
1982-05-16,1982,5,16,-1.3472,0.0957,8,310.9,1.3506,1.8241
1982-05-17,1982,5,17,-1.3877,0.1302,8,309.6,1.3938,1.9426
1982-05-18,1982,5,18,-1.435,-0.0675,1,317.7,1.4366,2.0639
1982-05-19,1982,5,19,-1.5941,-0.3054,1,325.8,1.6231,2.6344
1982-05-20,1982,5,20,-1.5833,-0.3691,1,328.1,1.6258,2.6432
1982-05-21,1982,5,21,-1.3404,-0.4633,1,334.1,1.4182,2.0113
1982-05-22,1982,5,22,-1.2824,-0.7128,1,344.1,1.4672,2.1525
1982-05-23,1982,5,23,-1.5593,-1.1957,1,352.5,1.965,3.861
1982-05-24,1982,5,24,-1.7835,-1.777,1,359.9,2.5176,6.3385
1982-05-25,1982,5,25,-1.822,-2.031,2,3.1,2.7285,7.4447
1982-05-26,1982,5,26,-1.4971,-2.248,2,11.3,2.7009,7.2946
1982-05-27,1982,5,27,-1.023,-2.45,2,22.3,2.655,7.049
1982-05-28,1982,5,28,-0.3526,-2.4333,2,36.8,2.4587,6.0451
1982-05-29,1982,5,29,0.3551,-2.5227,3,53.0,2.5476,6.4902
1982-05-30,1982,5,30,0.881,-2.3645,3,65.4,2.5233,6.3669
1982-05-31,1982,5,31,1.0748,-1.8425,3,75.3,2.133,4.5499
1982-06-01,1982,6,1,1.2633,-1.3294,3,88.5,1.8339,3.3633
1982-06-02,1982,6,2,1.3466,-0.8762,4,101.9,1.6066,2.5812
1982-06-03,1982,6,3,1.3406,-0.5466,4,112.8,1.4477,2.0959
1982-06-04,1982,6,4,1.2055,-0.385,4,117.3,1.2655,1.6015
1982-06-05,1982,6,5,0.959,-0.0453,4,132.3,0.9601,0.9217
1982-06-06,1982,6,6,0.845,0.1659,5,146.1,0.8611,0.7415
1982-06-07,1982,6,7,0.8157,0.4913,5,166.1,0.9522,0.9067
1982-06-08,1982,6,8,0.6196,0.6513,6,181.4,0.8989,0.8081
1982-06-09,1982,6,9,0.4508,0.5774,6,187.0,0.7325,0.5366
1982-06-10,1982,6,10,0.5396,0.5804,6,182.1,0.7925,0.628
1982-06-11,1982,6,11,0.5982,0.6552,6,182.6,0.8872,0.7871
1982-06-12,1982,6,12,0.5314,0.4314,5,174.1,0.6844,0.4685
1982-06-13,1982,6,13,0.4152,0.2496,5,166.0,0.4844,0.2347
1982-06-14,1982,6,14,0.2337,0.0659,5,150.8,0.2428,0.0589
1982-06-15,1982,6,15,0.1121,0.1002,5,176.8,0.1504,0.0226
1982-06-16,1982,6,16,-0.046,-0.0215,1,340.1,0.0508,0.0026
1982-06-17,1982,6,17,0.0023,0.0454,6,222.2,0.0455,0.0021
1982-06-18,1982,6,18,0.1707,-0.1489,4,93.9,0.2265,0.0513
1982-06-19,1982,6,19,0.2616,-0.1303,4,108.5,0.2923,0.0854
1982-06-20,1982,6,20,0.2649,0.0065,5,136.4,0.2649,0.0702
1982-06-21,1982,6,21,0.2725,0.3801,6,189.4,0.4677,0.2187
1982-06-22,1982,6,22,0.3659,0.4469,6,185.7,0.5776,0.3337
1982-06-23,1982,6,23,0.4894,0.6378,6,187.5,0.8039,0.6463
1982-06-24,1982,6,24,0.5465,0.8636,6,192.7,1.022,1.0444
1982-06-25,1982,6,25,0.6775,1.0694,6,192.6,1.2659,1.6026
1982-06-26,1982,6,26,0.4756,1.0282,6,200.2,1.1328,1.2833
1982-06-27,1982,6,27,0.3439,1.0842,6,207.4,1.1374,1.2938
1982-06-28,1982,6,28,0.0472,0.9844,6,222.3,0.9855,0.9712
1982-06-29,1982,6,29,-0.2939,0.9834,7,241.6,1.0264,1.0535
1982-06-30,1982,6,30,-0.4844,1.0172,7,250.5,1.1267,1.2694
1982-07-01,1982,7,1,-0.6874,1.1675,7,255.5,1.3548,1.8356
1982-07-02,1982,7,2,-0.6246,1.018,7,256.5,1.1943,1.4264
1982-07-03,1982,7,3,-0.7136,0.8483,7,265.1,1.1085,1.2288
1982-07-04,1982,7,4,-0.8172,0.7442,8,272.7,1.1052,1.2215
1982-07-05,1982,7,5,-0.6625,0.7898,7,265.0,1.0309,1.0628
1982-07-06,1982,7,6,-0.7551,0.7326,8,270.9,1.0521,1.107
1982-07-07,1982,7,7,-0.916,0.4414,8,289.3,1.0168,1.0339
1982-07-08,1982,7,8,-0.9667,0.0323,8,313.1,0.9672,0.9355
1982-07-09,1982,7,9,-0.9163,-0.0613,1,318.8,0.9183,0.8433
1982-07-10,1982,7,10,-0.78,0.0058,8,314.6,0.78,0.6085
1982-07-11,1982,7,11,-0.6527,-0.0852,1,322.4,0.6583,0.4333
1982-07-12,1982,7,12,-0.7424,0.0805,8,308.8,0.7468,0.5577
1982-07-13,1982,7,13,-0.6811,0.1997,8,298.7,0.7098,0.5038
1982-07-14,1982,7,14,-0.5964,0.2607,8,291.4,0.6508,0.4236
1982-07-15,1982,7,15,-0.4644,0.2536,8,286.4,0.5291,0.2799
1982-07-16,1982,7,16,-0.2028,0.3208,7,257.3,0.3795,0.144
1982-07-17,1982,7,17,0.0343,0.2881,6,218.2,0.2901,0.0842
1982-07-18,1982,7,18,0.1902,0.3233,6,194.5,0.375,0.1407
1982-07-19,1982,7,19,0.2363,0.4661,6,198.1,0.5226,0.2731
1982-07-20,1982,7,20,-0.012,0.801,7,225.9,0.8011,0.6417
1982-07-21,1982,7,21,-0.1551,1.1662,7,232.6,1.1764,1.384
1982-07-22,1982,7,22,-0.6538,1.2727,7,252.2,1.4308,2.0473
1982-07-23,1982,7,23,-0.7792,1.1395,7,259.4,1.3804,1.9056
1982-07-24,1982,7,24,-0.7166,0.8153,7,266.3,1.0855,1.1782
1982-07-25,1982,7,25,-0.5398,0.7564,7,260.5,0.9293,0.8636
1982-07-26,1982,7,26,-0.3687,0.5539,7,258.6,0.6654,0.4428
1982-07-27,1982,7,27,-0.2145,0.3069,7,260.0,0.3744,0.1402
1982-07-28,1982,7,28,-0.0544,0.1395,7,246.3,0.1497,0.0224
1982-07-29,1982,7,29,0.035,0.1173,6,208.4,0.1224,0.015
1982-07-30,1982,7,30,0.2127,-0.1145,4,106.7,0.2415,0.0583
1982-07-31,1982,7,31,-0.0047,-0.1612,2,43.3,0.1613,0.026
1982-08-01,1982,8,1,-0.3394,-0.7595,2,20.9,0.8319,0.6921
1982-08-02,1982,8,2,-0.7644,-0.9046,2,4.8,1.1843,1.4026
1982-08-03,1982,8,3,-0.9386,-1.0015,2,1.9,1.3726,1.8839
1982-08-04,1982,8,4,-0.619,-0.9141,2,10.9,1.104,1.2188
1982-08-05,1982,8,5,-0.2223,-1.0243,2,32.8,1.0481,1.0985
1982-08-06,1982,8,6,-0.0116,-1.3946,2,44.5,1.3946,1.9449
1982-08-07,1982,8,7,0.068,-1.5701,3,47.5,1.5716,2.4699
1982-08-08,1982,8,8,0.1732,-1.4448,3,51.8,1.4552,2.1176
1982-08-09,1982,8,9,0.4364,-1.1024,3,66.6,1.1856,1.4057
1982-08-10,1982,8,10,0.4566,-0.9124,3,71.6,1.0203,1.041
1982-08-11,1982,8,11,0.5782,-0.8368,3,79.6,1.0171,1.0345
1982-08-12,1982,8,12,0.5799,-0.7099,3,84.2,0.9166,0.8402
1982-08-13,1982,8,13,0.5985,-0.5389,4,93.0,0.8054,0.6486
1982-08-14,1982,8,14,0.5295,-0.3978,4,98.1,0.6623,0.4386
1982-08-15,1982,8,15,0.7146,-0.4531,4,102.6,0.8462,0.716
1982-08-16,1982,8,16,0.755,-0.4225,4,105.8,0.8652,0.7486
1982-08-17,1982,8,17,0.5469,-0.2615,4,109.4,0.6062,0.3675
1982-08-18,1982,8,18,0.5897,-0.411,4,100.1,0.7188,0.5167
1982-08-19,1982,8,19,0.4762,-0.5081,3,88.1,0.6964,0.485
1982-08-20,1982,8,20,0.4113,-0.4726,3,86.0,0.6265,0.3925
1982-08-21,1982,8,21,0.5241,-0.4864,4,92.1,0.715,0.5113
1982-08-22,1982,8,22,0.5659,-0.3313,4,104.7,0.6557,0.4299
1982-08-23,1982,8,23,0.4837,-0.4897,3,89.6,0.6883,0.4738
1982-08-24,1982,8,24,0.5358,-0.5126,4,91.3,0.7415,0.5498
1982-08-25,1982,8,25,0.5595,-0.2214,4,113.4,0.6018,0.3621
1982-08-26,1982,8,26,0.5023,-0.1037,4,123.3,0.5129,0.263
1982-08-27,1982,8,27,0.3887,0.3617,5,177.9,0.531,0.2819
1982-08-28,1982,8,28,0.3263,0.698,6,199.9,0.7705,0.5936
1982-08-29,1982,8,29,0.2919,0.9784,6,208.4,1.021,1.0424
1982-08-30,1982,8,30,0.1997,0.9828,6,213.5,1.0029,1.0058
1982-08-31,1982,8,31,0.1846,1.1052,6,215.5,1.1206,1.2556
1982-09-01,1982,9,1,0.4068,0.7211,6,195.6,0.8279,0.6855
1982-09-02,1982,9,2,0.3011,0.7646,6,203.5,0.8217,0.6753
1982-09-03,1982,9,3,0.3522,0.9407,6,204.5,1.0044,1.0089
1982-09-04,1982,9,4,0.557,0.9699,6,195.1,1.1185,1.251
1982-09-05,1982,9,5,0.5949,0.9298,6,192.4,1.1038,1.2185
1982-09-06,1982,9,6,0.6901,0.7463,6,182.2,1.0164,1.0332
1982-09-07,1982,9,7,0.7615,0.6165,5,174.0,0.9798,0.9601
1982-09-08,1982,9,8,0.6118,0.3552,5,165.1,0.7074,0.5004
1982-09-09,1982,9,9,0.4991,0.0192,5,137.2,0.4995,0.2495
1982-09-10,1982,9,10,0.4364,-0.163,4,114.5,0.4659,0.2171
1982-09-11,1982,9,11,0.2726,-0.0406,4,126.5,0.2756,0.0759
1982-09-12,1982,9,12,0.2979,0.0674,5,147.7,0.3054,0.0933
1982-09-13,1982,9,13,0.1177,0.1473,6,186.4,0.1886,0.0356
1982-09-14,1982,9,14,-0.0245,0.1107,7,237.5,0.1134,0.0129
1982-09-15,1982,9,15,-0.405,0.0352,8,310.0,0.4066,0.1653
1982-09-16,1982,9,16,-0.7978,-0.1969,1,328.9,0.8218,0.6753
1982-09-17,1982,9,17,-1.1777,-0.3696,1,332.4,1.2344,1.5236
1982-09-18,1982,9,18,-1.2853,-0.4368,1,333.8,1.3575,1.8428
1982-09-19,1982,9,19,-1.3685,-0.6919,1,341.8,1.5335,2.3516
1982-09-20,1982,9,20,-1.3076,-0.7847,1,346.0,1.525,2.3257
1982-09-21,1982,9,21,-0.9923,-0.6024,1,346.3,1.1608,1.3475
1982-09-22,1982,9,22,-0.7107,-0.5734,1,353.9,0.9132,0.834
1982-09-23,1982,9,23,-0.4189,-0.7596,2,16.1,0.8675,0.7525
1982-09-24,1982,9,24,-0.4889,-0.8029,2,13.7,0.94,0.8836
1982-09-25,1982,9,25,-0.4914,-0.591,2,5.3,0.7686,0.5908
1982-09-26,1982,9,26,-0.6436,-0.5792,1,357.0,0.8659,0.7497
1982-09-27,1982,9,27,-0.9056,-0.783,1,355.8,1.1971,1.4332
1982-09-28,1982,9,28,-0.9494,-0.921,1,359.1,1.3227,1.7496
1982-09-29,1982,9,29,-0.833,-1.0019,2,5.3,1.3029,1.6975
1982-09-30,1982,9,30,-0.4684,-0.955,2,18.9,1.0637,1.1315
1982-10-01,1982,10,1,-0.0067,-0.9435,2,44.6,0.9435,0.8902
1982-10-02,1982,10,2,-0.0832,-0.6378,2,37.6,0.6432,0.4138
1982-10-03,1982,10,3,-0.0756,-0.2639,2,29.0,0.2745,0.0753
1982-10-04,1982,10,4,0.2264,-0.0671,4,118.5,0.2362,0.0558
1982-10-05,1982,10,5,0.1801,0.0348,5,145.9,0.1834,0.0336
1982-10-06,1982,10,6,0.2946,0.2506,5,175.4,0.3867,0.1496
1982-10-07,1982,10,7,0.2519,0.3466,6,189.0,0.4284,0.1836
1982-10-08,1982,10,8,0.2585,0.4729,6,196.3,0.539,0.2905
1982-10-09,1982,10,9,0.1051,0.4416,6,211.6,0.4539,0.2061
1982-10-10,1982,10,10,-0.0389,0.1461,7,239.9,0.1512,0.0229
1982-10-11,1982,10,11,0.0303,0.0363,6,185.2,0.0473,0.0022
1982-10-12,1982,10,12,0.1194,0.0289,5,148.6,0.1228,0.0151
1982-10-13,1982,10,13,0.1981,-0.0066,4,133.1,0.1982,0.0393
1982-10-14,1982,10,14,0.4571,-0.0826,4,124.8,0.4645,0.2157
1982-10-15,1982,10,15,0.6417,-0.314,4,108.9,0.7144,0.5103
1982-10-16,1982,10,16,0.7468,-0.611,4,95.7,0.9649,0.9311
1982-10-17,1982,10,17,0.65,-0.8068,3,83.9,1.036,1.0734
1982-10-18,1982,10,18,0.298,-0.7436,3,66.8,0.8011,0.6418
1982-10-19,1982,10,19,0.0377,-0.7572,3,47.9,0.7581,0.5748
1982-10-20,1982,10,20,-0.007,-0.6225,2,44.4,0.6226,0.3876
1982-10-21,1982,10,21,-0.0152,-0.5395,2,43.4,0.5397,0.2913
1982-10-22,1982,10,22,-0.388,-0.3863,1,359.9,0.5475,0.2998
1982-10-23,1982,10,23,-0.7993,-0.431,1,343.3,0.9081,0.8246
1982-10-24,1982,10,24,-0.8739,-0.6115,1,350.0,1.0666,1.1376
1982-10-25,1982,10,25,-0.8558,-0.9142,2,1.9,1.2523,1.5683
1982-10-26,1982,10,26,-0.7077,-1.0786,2,11.7,1.2901,1.6643
1982-10-27,1982,10,27,-0.5782,-1.1433,2,18.2,1.2812,1.6415
1982-10-28,1982,10,28,-0.5062,-1.1202,2,20.7,1.2293,1.5111
1982-10-29,1982,10,29,-0.3063,-1.1706,2,30.3,1.21,1.4642
1982-10-30,1982,10,30,0.0384,-1.0804,3,47.0,1.0811,1.1688
1982-10-31,1982,10,31,0.0533,-1.2478,3,47.4,1.2489,1.5598
1982-11-01,1982,11,1,0.2802,-1.6343,3,54.7,1.6581,2.7493
1982-11-02,1982,11,2,0.278,-1.7709,3,53.9,1.7926,3.2134
1982-11-03,1982,11,3,0.5344,-1.6042,3,63.4,1.6909,2.8592
1982-11-04,1982,11,4,0.9751,-1.0106,3,89.0,1.4043,1.9721
1982-11-05,1982,11,5,1.2215,-0.7077,4,104.9,1.4117,1.9929
1982-11-06,1982,11,6,1.2005,-0.4492,4,114.5,1.2817,1.6429
1982-11-07,1982,11,7,1.2881,0.0465,5,137.1,1.2889,1.6613
1982-11-08,1982,11,8,1.299,0.4147,5,152.7,1.3636,1.8594
1982-11-09,1982,11,9,1.3028,0.5526,5,158.0,1.4151,2.0025
1982-11-10,1982,11,10,0.9457,0.7777,5,174.4,1.2244,1.4992
1982-11-11,1982,11,11,0.6982,0.8755,6,186.4,1.1198,1.254
1982-11-12,1982,11,12,0.4167,1.0318,6,203.0,1.1127,1.2382
1982-11-13,1982,11,13,0.3737,1.2993,6,209.0,1.352,1.8278
1982-11-14,1982,11,14,0.1583,1.444,6,218.7,1.4527,2.1102
1982-11-15,1982,11,15,-0.209,1.5933,7,232.5,1.6069,2.5822
1982-11-16,1982,11,16,-0.464,1.5256,7,241.9,1.5946,2.5428
1982-11-17,1982,11,17,-0.7234,1.5898,7,249.5,1.7466,3.0506
1982-11-18,1982,11,18,-0.9302,1.5633,7,255.8,1.8191,3.3091
1982-11-19,1982,11,19,-1.0925,1.2854,7,265.4,1.687,2.8459
