,year,month,day,RMM1,RMM2,phase,lon,amplitude,amplitude**2
1981-01-01,1981,1,1,-0.3403,-0.6455,2,17.2,0.7297,0.5325
1981-01-02,1981,1,2,-0.0355,-0.6252,2,41.7,0.6262,0.3921
1981-01-03,1981,1,3,0.1693,-0.3299,3,72.2,0.3708,0.1375
1981-01-04,1981,1,4,0.2074,0.1467,5,170.3,0.2541,0.0645
1981-01-05,1981,1,5,0.3771,0.5382,6,190.0,0.6572,0.4319
1981-01-06,1981,1,6,0.4157,0.5519,6,188.0,0.691,0.4774
1981-01-07,1981,1,7,0.0511,0.5057,6,219.2,0.5083,0.2584
1981-01-08,1981,1,8,-0.0483,0.3849,7,232.1,0.388,0.1505
1981-01-09,1981,1,9,0.2388,0.4789,6,198.5,0.5352,0.2864
1981-01-10,1981,1,10,0.353,0.4444,6,186.5,0.5675,0.3221
1981-01-11,1981,1,11,0.3107,0.6032,6,197.8,0.6785,0.4604
1981-01-12,1981,1,12,0.126,0.8281,6,216.4,0.8376,0.7016
1981-01-13,1981,1,13,0.1869,1.03,6,214.7,1.0468,1.0958
1981-01-14,1981,1,14,0.2128,1.1714,6,214.7,1.1906,1.4175
1981-01-15,1981,1,15,0.0438,1.4008,6,223.2,1.4015,1.9641
1981-01-16,1981,1,16,-0.275,1.6201,7,234.6,1.6432,2.7003
1981-01-17,1981,1,17,-0.602,1.7376,7,244.1,1.8389,3.3817
1981-01-18,1981,1,18,-0.5752,1.8251,7,242.5,1.9136,3.6619
1981-01-19,1981,1,19,-0.6815,1.631,7,247.7,1.7676,3.1245
1981-01-20,1981,1,20,-1.0233,1.4646,7,259.9,1.7867,3.1921
1981-01-21,1981,1,21,-1.0426,1.1962,7,266.1,1.5868,2.5179
1981-01-22,1981,1,22,-0.7975,0.6646,8,275.2,1.0381,1.0778
1981-01-23,1981,1,23,-0.6718,0.2476,8,294.8,0.716,0.5126
1981-01-24,1981,1,24,-0.6562,0.0676,8,309.1,0.6597,0.4352
1981-01-25,1981,1,25,-0.5492,0.0842,8,306.3,0.5556,0.3087
1981-01-26,1981,1,26,-0.143,0.1539,7,267.9,0.2101,0.0441
1981-01-27,1981,1,27,-0.1405,0.2557,7,253.8,0.2918,0.0851
1981-01-28,1981,1,28,-0.2634,0.4857,7,253.5,0.5525,0.3053
1981-01-29,1981,1,29,-0.0074,0.5951,7,225.7,0.5951,0.3542
1981-01-30,1981,1,30,0.1411,0.4268,6,206.7,0.4495,0.2021
1981-01-31,1981,1,31,0.0309,0.233,6,217.4,0.235,0.0552
1981-02-01,1981,2,1,-0.0567,0.6612,7,229.9,0.6636,0.4404
1981-02-02,1981,2,2,0.0557,1.1034,6,222.1,1.1048,1.2206
1981-02-03,1981,2,3,0.1888,1.1607,6,215.8,1.1759,1.3828
1981-02-04,1981,2,4,-0.1768,1.2736,7,232.9,1.2858,1.6532
1981-02-05,1981,2,5,-0.615,1.2027,7,252.1,1.3508,1.8247
1981-02-06,1981,2,6,-0.7191,1.1416,7,257.2,1.3492,1.8203
1981-02-07,1981,2,7,-0.7191,0.9158,7,263.1,1.1644,1.3557
1981-02-08,1981,2,8,-0.4142,0.8724,7,250.4,0.9658,0.9327
1981-02-09,1981,2,9,-0.0913,0.981,7,230.3,0.9852,0.9707
1981-02-10,1981,2,10,0.2458,1.0464,6,211.8,1.0749,1.1554
1981-02-11,1981,2,11,0.3836,0.9997,6,204.0,1.0708,1.1467
1981-02-12,1981,2,12,0.5292,1.0503,6,198.3,1.1761,1.3832
1981-02-13,1981,2,13,0.5808,1.0775,6,196.7,1.224,1.4983
1981-02-14,1981,2,14,0.5299,1.1637,6,200.5,1.2786,1.6349
1981-02-15,1981,2,15,0.065,1.4021,6,222.3,1.4036,1.9702
1981-02-16,1981,2,16,-0.1705,1.5065,7,231.5,1.5161,2.2986
1981-02-17,1981,2,17,-0.6487,1.5146,7,248.2,1.6477,2.7149
1981-02-18,1981,2,18,-0.9824,1.4347,7,259.4,1.7389,3.0236
1981-02-19,1981,2,19,-1.2262,1.4429,7,265.4,1.8935,3.5854
1981-02-20,1981,2,20,-1.111,1.6221,7,259.4,1.966,3.8653
1981-02-21,1981,2,21,-1.0623,1.5195,7,260.0,1.854,3.4375
1981-02-22,1981,2,22,-0.8705,1.5116,7,254.9,1.7444,3.0428
1981-02-23,1981,2,23,-0.5204,1.6732,7,242.3,1.7523,3.0706
1981-02-24,1981,2,24,-0.2872,1.8422,7,233.9,1.8645,3.4762
1981-02-25,1981,2,25,-0.0232,1.9208,7,225.7,1.921,3.6902
1981-02-26,1981,2,26,0.1705,1.9842,6,220.1,1.9915,3.9662
1981-02-27,1981,2,27,-0.0466,1.8958,7,226.4,1.8963,3.5961
1981-02-28,1981,2,28,-0.4155,1.7958,7,238.0,1.8433,3.3977
1981-03-01,1981,3,1,-0.459,1.7555,7,239.7,1.8145,3.2925
1981-03-02,1981,3,2,-1.0457,1.8492,7,254.5,2.1244,4.513
1981-03-03,1981,3,3,-1.666,1.8789,7,266.6,2.5111,6.3059
1981-03-04,1981,3,4,-1.9313,1.487,8,277.4,2.4375,5.9413
1981-03-05,1981,3,5,-2.1714,1.1657,8,286.8,2.4645,6.0736
1981-03-06,1981,3,6,-2.4546,1.3003,8,287.1,2.7777,7.7158
1981-03-07,1981,3,7,-2.5718,1.3034,8,288.1,2.8832,8.3128
1981-03-08,1981,3,8,-2.4447,1.0683,8,291.4,2.6679,7.1178
1981-03-09,1981,3,9,-2.3598,0.9255,8,293.6,2.5348,6.4253
1981-03-10,1981,3,10,-2.258,0.7275,8,297.1,2.3723,5.6278
1981-03-11,1981,3,11,-2.1046,0.56,8,300.1,2.1778,4.743
1981-03-12,1981,3,12,-2.4101,0.566,8,301.8,2.4756,6.1288
1981-03-13,1981,3,13,-2.932,0.5014,8,305.3,2.9745,8.8477
1981-03-14,1981,3,14,-3.3147,0.22,8,311.2,3.322,11.0358
1981-03-15,1981,3,15,-3.4201,0.1342,8,312.8,3.4227,11.7151
1981-03-16,1981,3,16,-3.105,-0.0303,1,315.6,3.1052,9.6421
1981-03-17,1981,3,17,-2.8977,-0.4581,1,324.0,2.9337,8.6065
1981-03-18,1981,3,18,-2.9164,-1.2962,1,339.0,3.1915,10.1854
1981-03-19,1981,3,19,-2.9885,-1.8271,1,346.4,3.5028,12.2694
1981-03-20,1981,3,20,-2.8859,-2.2181,1,352.5,3.6398,13.2484
1981-03-21,1981,3,21,-2.4704,-2.3531,1,358.6,3.4117,11.6397
1981-03-22,1981,3,22,-1.9868,-2.4205,2,5.6,3.1315,9.8065
1981-03-23,1981,3,23,-1.5902,-2.6647,2,14.2,3.1032,9.6296
1981-03-24,1981,3,24,-1.386,-2.8202,2,18.8,3.1423,9.8743
1981-03-25,1981,3,25,-1.118,-2.6775,2,22.3,2.9016,8.4191
1981-03-26,1981,3,26,-0.8467,-2.6539,2,27.3,2.7857,7.7602
1981-03-27,1981,3,27,-0.3619,-2.8306,2,37.7,2.8536,8.1432
1981-03-28,1981,3,28,0.0368,-3.1355,3,45.7,3.1357,9.8327
1981-03-29,1981,3,29,0.3964,-3.0787,3,52.3,3.1041,9.6354
1981-03-30,1981,3,30,0.7068,-2.8779,3,58.8,2.9634,8.782
1981-03-31,1981,3,31,1.2185,-2.8115,3,68.4,3.0641,9.389
1981-04-01,1981,4,1,1.7034,-2.7598,3,76.7,3.2432,10.518
1981-04-02,1981,4,2,1.9524,-2.5399,3,82.5,3.2036,10.2628
1981-04-03,1981,4,3,2.177,-2.3417,3,87.9,3.1973,10.2228
1981-04-04,1981,4,4,2.3874,-2.0321,4,94.6,3.1351,9.8292
1981-04-05,1981,4,5,2.521,-1.7401,4,100.4,3.0632,9.3834
1981-04-06,1981,4,6,2.6948,-1.6084,4,104.2,3.1383,9.8491
1981-04-07,1981,4,7,2.4373,-1.2921,4,107.1,2.7586,7.6096
1981-04-08,1981,4,8,2.1299,-0.6762,4,117.4,2.2347,4.9938
1981-04-09,1981,4,9,2.082,-0.2357,4,128.5,2.0953,4.3905
1981-04-10,1981,4,10,2.016,0.1004,5,137.9,2.0185,4.0744
1981-04-11,1981,4,11,1.5547,0.3548,5,147.9,1.5947,2.5431
1981-04-12,1981,4,12,1.1362,0.4015,5,154.5,1.205,1.4521
1981-04-13,1981,4,13,0.6354,0.3138,5,161.3,0.7086,0.5022
1981-04-14,1981,4,14,0.491,0.249,5,161.9,0.5506,0.3031
1981-04-15,1981,4,15,0.2597,0.328,6,186.6,0.4184,0.175
1981-04-16,1981,4,16,0.0248,0.5457,6,222.4,0.5463,0.2984
1981-04-17,1981,4,17,-0.1263,0.5337,7,238.3,0.5485,0.3008
1981-04-18,1981,4,18,-0.3211,0.5693,7,254.4,0.6536,0.4272
1981-04-19,1981,4,19,-0.34,0.6894,7,251.3,0.7687,0.5909
1981-04-20,1981,4,20,-0.2362,0.7335,7,242.9,0.7706,0.5938
1981-04-21,1981,4,21,0.0553,0.8058,6,221.1,0.8077,0.6524
1981-04-22,1981,4,22,0.0984,0.6997,6,217.0,0.7066,0.4992
1981-04-23,1981,4,23,0.0753,0.6091,6,217.9,0.6138,0.3767
1981-04-24,1981,4,24,0.0702,0.6153,6,218.5,0.6193,0.3835
1981-04-25,1981,4,25,-0.0572,0.7068,7,229.6,0.7091,0.5028
1981-04-26,1981,4,26,-0.675,0.718,7,268.2,0.9855,0.9711
1981-04-27,1981,4,27,-1.1304,0.4953,8,291.3,1.2342,1.5232
1981-04-28,1981,4,28,-1.3229,0.0677,8,312.1,1.3246,1.7546
1981-04-29,1981,4,29,-1.5545,-0.3934,1,329.2,1.6035,2.5714
1981-04-30,1981,4,30,-1.949,-0.6751,1,334.1,2.0626,4.2543
1981-05-01,1981,5,1,-1.997,-0.7766,1,336.2,2.1426,4.5909
1981-05-02,1981,5,2,-1.8133,-0.923,1,342.0,2.0347,4.1399
1981-05-03,1981,5,3,-1.4548,-1.1097,1,352.3,1.8297,3.348
1981-05-04,1981,5,4,-1.4164,-1.3853,1,359.4,1.9813,3.9254
1981-05-05,1981,5,5,-1.2541,-1.5406,2,5.9,1.9865,3.9463
1981-05-06,1981,5,6,-1.0491,-1.7183,2,13.6,2.0133,4.0533
1981-05-07,1981,5,7,-0.6603,-1.7746,2,24.6,1.8935,3.5853
1981-05-08,1981,5,8,-0.4063,-1.7086,2,31.6,1.7563,3.0845
1981-05-09,1981,5,9,-0.2124,-1.6587,2,37.7,1.6722,2.7963
1981-05-10,1981,5,10,0.0754,-1.6766,3,47.6,1.6782,2.8165
1981-05-11,1981,5,11,0.2288,-1.8432,3,52.1,1.8574,3.4499
1981-05-12,1981,5,12,0.6147,-1.6435,3,65.5,1.7547,3.079
1981-05-13,1981,5,13,0.8787,-1.6391,3,73.2,1.8598,3.4589
1981-05-14,1981,5,14,1.0294,-1.738,3,75.6,2.02,4.0804
1981-05-15,1981,5,15,1.2094,-1.7916,3,79.0,2.1616,4.6725
1981-05-16,1981,5,16,1.3651,-1.6839,3,84.0,2.1678,4.6992
1981-05-17,1981,5,17,1.5236,-1.4743,4,90.9,2.1201,4.495
1981-05-18,1981,5,18,1.5859,-1.1769,4,98.4,1.9748,3.8999
1981-05-19,1981,5,19,1.8176,-0.8037,4,111.1,1.9873,3.9495
1981-05-20,1981,5,20,1.9422,-0.5319,4,119.7,2.0137,4.0551
1981-05-21,1981,5,21,1.8728,-0.2217,4,128.3,1.8859,3.5567
1981-05-22,1981,5,22,1.5698,0.1137,5,139.1,1.5739,2.4772
1981-05-23,1981,5,23,1.3309,0.157,5,141.7,1.3401,1.7959
1981-05-24,1981,5,24,1.0574,-0.1148,4,128.8,1.0636,1.1312
1981-05-25,1981,5,25,0.8357,-0.345,4,112.6,0.9041,0.8175
1981-05-26,1981,5,26,0.7145,-0.1514,4,123.0,0.7304,0.5335
1981-05-27,1981,5,27,0.535,-0.0738,4,127.1,0.5401,0.2917
1981-05-28,1981,5,28,0.4783,-0.2653,4,106.0,0.5469,0.2991
1981-05-29,1981,5,29,0.53,-0.6253,3,85.3,0.8197,0.6719
1981-05-30,1981,5,30,0.5263,-0.6184,3,85.4,0.812,0.6594
1981-05-31,1981,5,31,0.7449,-0.5551,4,98.3,0.929,0.863
1981-06-01,1981,6,1,1.1088,-0.3825,4,116.0,1.1729,1.3758
1981-06-02,1981,6,2,1.2746,0.1068,5,139.8,1.2791,1.6361
1981-06-03,1981,6,3,1.3486,0.3482,5,149.5,1.3928,1.94
1981-06-04,1981,6,4,1.2584,0.5008,5,156.7,1.3544,1.8344
1981-06-05,1981,6,5,1.0917,0.696,5,167.5,1.2947,1.6763
1981-06-06,1981,6,6,1.0382,0.9279,5,176.8,1.3924,1.9387
1981-06-07,1981,6,7,0.8383,0.7625,5,177.3,1.1332,1.2842
1981-06-08,1981,6,8,0.902,0.7454,5,174.6,1.1701,1.3692
1981-06-09,1981,6,9,0.9616,0.8668,5,177.0,1.2946,1.676
1981-06-10,1981,6,10,1.0777,0.7938,5,171.4,1.3385,1.7915
1981-06-11,1981,6,11,1.2835,0.8526,5,168.6,1.5409,2.3743
1981-06-12,1981,6,12,1.6511,0.7159,5,158.4,1.7996,3.2387
1981-06-13,1981,6,13,1.7978,0.4925,5,150.3,1.864,3.4746
1981-06-14,1981,6,14,1.7527,0.2277,5,142.4,1.7674,3.1238
1981-06-15,1981,6,15,1.3278,-0.0076,4,134.7,1.3278,1.7631
1981-06-16,1981,6,16,0.8965,-0.1597,4,124.9,0.9106,0.8292
1981-06-17,1981,6,17,0.7135,-0.4351,4,103.6,0.8357,0.6983
1981-06-18,1981,6,18,0.9384,-0.4035,4,111.7,1.0215,1.0435
1981-06-19,1981,6,19,1.1208,-0.4395,4,113.6,1.2039,1.4495
1981-06-20,1981,6,20,1.3434,-0.2972,4,122.5,1.3759,1.893
1981-06-21,1981,6,21,1.5048,-0.0822,4,131.9,1.5071,2.2713
1981-06-22,1981,6,22,1.5002,0.0635,5,137.4,1.5016,2.2547
1981-06-23,1981,6,23,1.2326,-0.1321,4,128.9,1.2397,1.5368
1981-06-24,1981,6,24,0.8019,-0.093,4,128.4,0.8072,0.6516
1981-06-25,1981,6,25,0.5052,-0.1761,4,115.8,0.535,0.2863
1981-06-26,1981,6,26,0.6564,-0.2025,4,117.9,0.687,0.4719
1981-06-27,1981,6,27,0.3523,-0.3807,3,87.8,0.5187,0.269
1981-06-28,1981,6,28,0.2057,-0.4606,3,69.1,0.5044,0.2544
1981-06-29,1981,6,29,0.1726,-0.5333,3,62.9,0.5605,0.3142
1981-06-30,1981,6,30,0.2732,-0.7734,3,64.5,0.8202,0.6727
1981-07-01,1981,7,1,-0.0119,-0.5391,2,43.7,0.5392,0.2907
1981-07-02,1981,7,2,0.0159,-0.6597,3,46.4,0.6599,0.4355
1981-07-03,1981,7,3,0.2027,-0.5322,3,65.8,0.5695,0.3243
1981-07-04,1981,7,4,0.4735,-0.4045,4,94.5,0.6227,0.3878
1981-07-05,1981,7,5,0.447,-0.1903,4,111.9,0.4858,0.236
1981-07-06,1981,7,6,0.3326,-0.1645,4,108.7,0.3711,0.1377
1981-07-07,1981,7,7,0.3299,-0.123,4,114.6,0.352,0.1239
1981-07-08,1981,7,8,0.3473,0.0803,5,148.0,0.3565,0.1271
1981-07-09,1981,7,9,0.2856,-0.3083,3,87.8,0.4202,0.1766
1981-07-10,1981,7,10,0.2837,-0.5679,3,71.5,0.6348,0.403
1981-07-11,1981,7,11,0.2392,-0.6671,3,64.7,0.7087,0.5023
1981-07-12,1981,7,12,-0.0194,-0.5219,2,42.9,0.5222,0.2727
1981-07-13,1981,7,13,-0.3171,-0.4249,2,8.3,0.5302,0.2811
1981-07-14,1981,7,14,-0.2767,-0.3349,2,5.4,0.4344,0.1887
1981-07-15,1981,7,15,-0.4669,-0.5016,2,2.1,0.6853,0.4697
1981-07-16,1981,7,16,-0.6026,-0.6041,2,0.1,0.8533,0.7281
1981-07-17,1981,7,17,-0.4965,-0.7839,2,12.7,0.9279,0.861
1981-07-18,1981,7,18,-0.4034,-0.8612,2,19.9,0.951,0.9044
1981-07-19,1981,7,19,-0.2884,-0.9922,2,28.8,1.0333,1.0677
1981-07-20,1981,7,20,-0.2027,-1.1595,2,35.1,1.1771,1.3855
1981-07-21,1981,7,21,-0.2103,-1.0456,2,33.6,1.0665,1.1374
1981-07-22,1981,7,22,-0.1274,-1.2259,2,39.1,1.2325,1.5189
1981-07-23,1981,7,23,0.1717,-1.1977,3,53.2,1.2099,1.4639
1981-07-24,1981,7,24,0.4557,-1.3576,3,63.6,1.4321,2.0508
1981-07-25,1981,7,25,0.5419,-1.3514,3,66.8,1.456,2.12
1981-07-26,1981,7,26,0.7774,-0.9708,3,83.7,1.2437,1.5469
1981-07-27,1981,7,27,1.0006,-0.553,4,106.1,1.1432,1.3069
1981-07-28,1981,7,28,1.1561,-0.1395,4,128.1,1.1645,1.356
1981-07-29,1981,7,29,1.1582,0.2632,5,147.8,1.1877,1.4107
1981-07-30,1981,7,30,1.4054,0.8999,5,167.6,1.6688,2.7849
1981-07-31,1981,7,31,1.6625,1.4721,5,176.5,2.2206,4.931
1981-08-01,1981,8,1,1.4966,1.8331,6,185.8,2.3664,5.6
1981-08-02,1981,8,2,1.1782,2.38,6,198.7,2.6556,7.0524
1981-08-03,1981,8,3,1.1255,2.7108,6,202.5,2.9352,8.6154
1981-08-04,1981,8,4,1.0829,2.6777,6,203.0,2.8884,8.3429
1981-08-05,1981,8,5,1.0926,2.432,6,200.8,2.6662,7.1086
1981-08-06,1981,8,6,0.8473,2.4373,6,205.8,2.5803,6.6582
1981-08-07,1981,8,7,0.4955,2.5564,6,214.0,2.6039,6.7805
1981-08-08,1981,8,8,0.3882,2.6743,6,216.7,2.7024,7.3027
1981-08-09,1981,8,9,0.1246,2.4787,6,222.1,2.4819,6.1597
1981-08-10,1981,8,10,-0.4966,2.1973,7,237.7,2.2527,5.0747
1981-08-11,1981,8,11,-0.651,1.9311,7,243.6,2.0379,4.1528
1981-08-12,1981,8,12,-0.6512,1.7933,7,245.0,1.9078,3.6399
1981-08-13,1981,8,13,-0.882,1.3049,7,259.1,1.575,2.4805
1981-08-14,1981,8,14,-1.1604,0.8393,8,279.1,1.4321,2.051
1981-08-15,1981,8,15,-1.5146,0.5588,8,294.7,1.6144,2.6063
1981-08-16,1981,8,16,-1.4476,0.3972,8,299.7,1.5011,2.2533
1981-08-17,1981,8,17,-1.3088,0.4872,8,294.6,1.3966,1.9504
1981-08-18,1981,8,18,-1.1608,0.6348,8,286.3,1.3231,1.7505
1981-08-19,1981,8,19,-0.9684,0.3808,8,293.5,1.0406,1.0829
1981-08-20,1981,8,20,-1.1578,0.1005,8,310.0,1.1621,1.3505
1981-08-21,1981,8,21,-1.0355,-0.0907,1,320.0,1.0394,1.0804
1981-08-22,1981,8,22,-1.1331,-0.2285,1,326.4,1.1559,1.3361
1981-08-23,1981,8,23,-1.3435,-0.3733,1,330.5,1.3944,1.9444
1981-08-24,1981,8,24,-1.4222,-0.5852,1,337.4,1.5379,2.3652
1981-08-25,1981,8,25,-1.4852,-0.7434,1,341.6,1.6609,2.7585
1981-08-26,1981,8,26,-1.5388,-0.615,1,336.8,1.6571,2.746
1981-08-27,1981,8,27,-1.299,-0.356,1,330.3,1.3469,1.8142
1981-08-28,1981,8,28,-1.1698,-0.441,1,335.7,1.2501,1.5628
1981-08-29,1981,8,29,-1.2822,-0.6276,1,341.1,1.4276,2.038
1981-08-30,1981,8,30,-1.2002,-0.786,1,348.2,1.4346,2.0581
1981-08-31,1981,8,31,-0.9881,-1.1756,2,5.0,1.5357,2.3583
1981-09-01,1981,9,1,-0.6636,-2.1777,2,28.1,2.2765,5.1826
1981-09-02,1981,9,2,-0.6704,-2.4271,2,29.6,2.518,6.3402
1981-09-03,1981,9,3,-0.5145,-2.4053,2,32.9,2.4597,6.05
1981-09-04,1981,9,4,-0.0798,-2.3589,2,43.1,2.3603,5.571
1981-09-05,1981,9,5,0.0123,-2.5345,3,45.3,2.5345,6.4239
1981-09-06,1981,9,6,-0.076,-2.3258,2,43.1,2.3271,5.4153
1981-09-07,1981,9,7,-0.0121,-2.2028,2,44.7,2.2029,4.8526
1981-09-08,1981,9,8,-0.1389,-1.9519,2,40.9,1.9569,3.8294
1981-09-09,1981,9,9,-0.3002,-1.6266,2,34.5,1.6541,2.7359
1981-09-10,1981,9,10,-0.3543,-1.5238,2,31.9,1.5644,2.4474
1981-09-11,1981,9,11,-0.2608,-1.4925,2,35.1,1.5152,2.2957
1981-09-12,1981,9,12,-0.0587,-1.5345,2,42.8,1.5356,2.3581
1981-09-13,1981,9,13,0.2234,-1.5332,3,53.3,1.5494,2.4005
1981-09-14,1981,9,14,0.386,-1.5894,3,58.6,1.6356,2.675
1981-09-15,1981,9,15,0.62,-1.3545,3,69.6,1.4897,2.2191
1981-09-16,1981,9,16,0.9465,-0.9554,3,89.7,1.3449,1.8087
1981-09-17,1981,9,17,1.3204,-0.5271,4,113.2,1.4217,2.0213
1981-09-18,1981,9,18,1.7253,-0.1889,4,128.8,1.7356,3.0123
1981-09-19,1981,9,19,2.0816,-0.0105,4,134.7,2.0816,4.3331
1981-09-20,1981,9,20,2.0566,0.1591,5,139.4,2.0627,4.2549
1981-09-21,1981,9,21,2.0831,0.1775,5,139.9,2.0907,4.371
1981-09-22,1981,9,22,2.1034,0.1211,5,138.3,2.1068,4.4388
1981-09-23,1981,9,23,2.2253,0.2754,5,142.1,2.2423,5.0278
1981-09-24,1981,9,24,2.0723,0.0259,5,135.7,2.0724,4.295
1981-09-25,1981,9,25,2.0343,0.2356,5,141.6,2.0478,4.1937
1981-09-26,1981,9,26,2.0073,0.6533,5,153.0,2.1109,4.4561
1981-09-27,1981,9,27,1.9352,0.96,5,161.4,2.1602,4.6666
1981-09-28,1981,9,28,1.7761,1.1885,5,168.8,2.1371,4.567
1981-09-29,1981,9,29,1.3722,1.236,5,177.0,1.8468,3.4106
1981-09-30,1981,9,30,0.894,1.3174,6,190.8,1.5921,2.5349
1981-10-01,1981,10,1,0.5066,1.3006,6,203.7,1.3958,1.9481
1981-10-02,1981,10,2,0.3089,1.224,6,210.8,1.2624,1.5936
1981-10-03,1981,10,3,-0.0243,1.0899,7,226.3,1.0901,1.1884
1981-10-04,1981,10,4,-0.3806,0.7425,7,252.1,0.8343,0.6961
1981-10-05,1981,10,5,-0.5593,0.5712,7,269.4,0.7994,0.6391
1981-10-06,1981,10,6,-0.7264,0.2705,8,294.6,0.7752,0.6009
1981-10-07,1981,10,7,-0.8775,-0.0172,1,316.1,0.8776,0.7703
1981-10-08,1981,10,8,-0.9617,-0.0214,1,316.3,0.9619,0.9253
1981-10-09,1981,10,9,-0.8661,0.0263,8,313.3,0.8665,0.7508
1981-10-10,1981,10,10,-0.6939,-0.0504,1,319.2,0.6957,0.484
1981-10-11,1981,10,11,-0.2751,-0.2677,1,359.2,0.3839,0.1474
1981-10-12,1981,10,12,0.1429,-0.2521,3,74.6,0.2898,0.084
1981-10-13,1981,10,13,0.2087,-0.1148,4,106.2,0.2381,0.0567
1981-10-14,1981,10,14,0.3842,-0.0619,4,125.8,0.3891,0.1514
1981-10-15,1981,10,15,0.5061,0.1526,5,151.8,0.5286,0.2794
1981-10-16,1981,10,16,0.5262,0.4305,5,174.3,0.6799,0.4623
1981-10-17,1981,10,17,0.4332,0.7319,6,194.4,0.8505,0.7233
1981-10-18,1981,10,18,0.2947,0.5374,6,196.3,0.6129,0.3756
1981-10-19,1981,10,19,0.1178,0.3036,6,203.8,0.3257,0.1061
1981-10-20,1981,10,20,0.1779,0.1459,5,174.4,0.2301,0.0529
1981-10-21,1981,10,21,0.1816,-0.1142,4,102.9,0.2145,0.046
1981-10-22,1981,10,22,0.1805,-0.3377,3,73.1,0.3829,0.1466
1981-10-23,1981,10,23,-0.0384,-0.5742,2,41.2,0.5755,0.3312
1981-10-24,1981,10,24,-0.1505,-0.6232,2,31.4,0.6411,0.411
1981-10-25,1981,10,25,-0.1672,-0.609,2,29.6,0.6315,0.3989
1981-10-26,1981,10,26,-0.1006,-0.5983,2,35.5,0.6067,0.3681
1981-10-27,1981,10,27,0.2013,-0.8409,3,58.5,0.8647,0.7477
1981-10-28,1981,10,28,0.5291,-0.9609,3,73.8,1.0969,1.2032
1981-10-29,1981,10,29,0.4838,-1.0992,3,68.8,1.2009,1.4423
1981-10-30,1981,10,30,0.5946,-1.2207,3,71.0,1.3578,1.8436
1981-10-31,1981,10,31,0.3238,-1.2524,3,59.5,1.2936,1.6734
1981-11-01,1981,11,1,0.1506,-1.2433,3,51.9,1.2523,1.5683
1981-11-02,1981,11,2,0.5563,-1.059,3,72.7,1.1962,1.431
1981-11-03,1981,11,3,0.9172,-0.8879,4,90.9,1.2766,1.6297
1981-11-04,1981,11,4,1.0981,-0.4602,4,112.3,1.1906,1.4176
1981-11-05,1981,11,5,1.0166,-0.3854,4,114.2,1.0872,1.182
1981-11-06,1981,11,6,0.7848,-0.5498,4,100.0,0.9582,0.9182
1981-11-07,1981,11,7,0.7046,-0.4044,4,105.1,0.8124,0.66
1981-11-08,1981,11,8,0.7746,-0.4619,4,104.2,0.9019,0.8133
1981-11-09,1981,11,9,0.7371,-0.6477,4,93.7,0.9812,0.9628
1981-11-10,1981,11,10,0.9106,-0.7237,4,96.5,1.1632,1.353
1981-11-11,1981,11,11,0.9448,-0.4716,4,108.5,1.056,1.1151
1981-11-12,1981,11,12,0.7899,-0.1222,4,126.2,0.7993,0.6389
1981-11-13,1981,11,13,0.392,0.241,5,166.6,0.4601,0.2117
1981-11-14,1981,11,14,0.2269,0.5818,6,203.7,0.6245,0.39
1981-11-15,1981,11,15,0.0762,0.7136,6,218.9,0.7176,0.515
1981-11-16,1981,11,16,-0.0179,0.7109,7,226.4,0.7111,0.5056
1981-11-17,1981,11,17,-0.1022,0.4815,7,237.0,0.4922,0.2423
1981-11-18,1981,11,18,0.0188,0.2884,6,221.3,0.289,0.0835
1981-11-19,1981,11,19,-0.0741,0.0471,8,282.6,0.0879,0.0077
1981-11-20,1981,11,20,0.0791,-0.2828,3,60.6,0.2937,0.0863
1981-11-21,1981,11,21,0.254,-0.3686,3,79.6,0.4477,0.2004
1981-11-22,1981,11,22,0.4637,-0.1234,4,120.1,0.4798,0.2302
1981-11-23,1981,11,23,0.6259,-0.2386,4,114.1,0.6698,0.4487
1981-11-24,1981,11,24,0.6796,-0.3115,4,110.4,0.7476,0.5589
1981-11-25,1981,11,25,0.7311,-0.2349,4,117.2,0.7679,0.5897
1981-11-26,1981,11,26,0.0933,-0.3546,3,59.7,0.3667,0.1345
1981-11-27,1981,11,27,-0.0361,-0.1744,2,33.3,0.1781,0.0317
1981-11-28,1981,11,28,0.0544,0.0575,6,181.6,0.0792,0.0063
1981-11-29,1981,11,29,0.3948,0.0961,5,148.7,0.4063,0.1651
1981-11-30,1981,11,30,0.6079,0.142,5,148.1,0.6243,0.3897
1981-12-01,1981,12,1,0.797,0.1075,5,142.7,0.8042,0.6467
1981-12-02,1981,12,2,0.7604,0.0684,5,140.1,0.7634,0.5828
1981-12-03,1981,12,3,0.6854,0.1059,5,143.8,0.6935,0.481
1981-12-04,1981,12,4,0.8986,0.3879,5,158.3,0.9787,0.9579
1981-12-05,1981,12,5,1.1288,0.3556,5,152.5,1.1835,1.4006
1981-12-06,1981,12,6,1.5614,0.5446,5,154.2,1.6537,2.7346
1981-12-07,1981,12,7,1.6916,0.795,5,160.2,1.8691,3.4935
1981-12-08,1981,12,8,1.8194,1.0834,5,165.8,2.1175,4.4838
1981-12-09,1981,12,9,1.5531,1.4583,5,178.2,2.1304,4.5387
1981-12-10,1981,12,10,0.9699,1.7986,6,196.7,2.0435,4.1757
